,Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
10,Lazio,27,27.1,55.1,38,418,3420,38.0,60,43,103,54,6,7,93,7,57.2,52.0,38.5,90.4,774,1588,1.58,1.13,2.71,1.42,2.55,1.51,1.01,2.52,1.37,2.38,Lazio,2,38,38,3420,38.0,49,1.29,119,72,62.2,18,11,9,9,23.7,4,4,0,0,0.0,Lazio,2,38.0,49,4,0,4,2,39.4,0.31,-7.6,-0.2,188,498,37.8,1196,132,35.4,33.3,252,29.8,28.4,496,49,9.9,54,1.42,14.5,Lazio,27,38.0,60,528,185,35.0,13.89,4.87,0.1,0.29,17.7,13,6,7,57.2,52.0,0.1,2.8,2.0,Lazio,27,38.0,16400,19521,84.0,296409,96569,6959,7646,91.0,7447,8298,89.7,1670,2729,61.2,43,38.5,34.7,4.5,403,1374,323,102,1588,Lazio,27,38.0,19521,17715,1760,522,72,118,864,670,229,123,57,0,16400,46,288,Lazio,27,38.0,954,25.11,712,67,49,76,32,18,103,2.71,76,4,7,10,5,1,Lazio,27,38.0,520,319,234,224,62,251,501,50.1,250,313,90,223,295,815,718,23,Lazio,27,55.1,38.0,23200,2262,6760,11033,5654,928,23193,628,296,47.1,266,42.4,13530,76731,39821,774,587,189,469,310,16281,1580,Lazio,27,27.1,38,3420,90,100,38.0,418,80,239,174,22,244,1.71,61,49,12,0.32,57.2,37.7,19.5,0.51,Lazio,27,38.0,93,7,3,425,484,46,864,295,319,4,4,2,1439,473,491,49.1
11,Lecce,31,26.1,43.8,38,418,3420,38.0,27,21,48,24,3,4,61,7,34.6,31.8,24.5,56.3,519,1071,0.71,0.55,1.26,0.63,1.18,0.91,0.65,1.56,0.84,1.48,Lecce,1,38,38,3420,38.0,58,1.53,181,125,72.4,8,10,20,9,23.7,10,8,1,1,11.1,Lecce,1,38.0,58,8,3,5,3,53.8,0.26,-1.2,-0.03,220,656,33.5,883,120,59.7,39.1,312,41.3,32.3,590,29,4.9,19,0.5,11.0,Lecce,31,38.0,27,450,119,26.4,11.84,3.13,0.05,0.2,19.3,22,3,4,34.6,31.8,0.07,-7.6,-7.8,Lecce,31,38.0,11490,15087,76.2,215443,81823,4757,5501,86.5,5029,5971,84.2,1465,2862,51.2,21,24.5,20.5,-3.5,322,852,222,93,1071,Lecce,31,38.0,15087,13201,1834,507,36,84,628,754,165,64,78,0,11490,52,301,Lecce,31,38.0,777,20.45,547,77,38,45,50,20,47,1.24,36,3,1,4,3,0,Lecce,31,38.0,627,372,315,250,62,301,584,51.5,283,407,144,263,285,912,1042,26,Lecce,31,43.8,38.0,19445,2594,7211,8380,4085,605,19441,547,237,43.3,248,45.3,9704,52572,25490,519,349,121,572,290,11350,1062,Lecce,31,26.1,38,3420,90,100,38.0,418,80,245,168,24,339,0.89,27,58,-31,-0.82,34.6,57.1,-22.5,-0.59,Lecce,31,38.0,61,7,1,466,427,52,628,285,372,2,10,3,1484,676,651,50.9
12,Milan,35,25.6,53.9,38,418,3420,38.0,59,43,102,55,4,8,70,6,63.7,57.5,46.8,104.4,915,1589,1.55,1.13,2.68,1.45,2.58,1.68,1.23,2.91,1.51,2.75,Milan,2,38,38,3420,38.0,43,1.13,142,101,70.4,18,9,11,13,34.2,2,1,1,0,50.0,Milan,2,38.0,43,1,1,3,3,39.0,0.27,-1.0,-0.03,123,319,38.6,1334,182,18.4,27.8,275,26.5,31.0,462,27,5.8,71,1.87,18.7,Milan,35,38.0,59,555,185,33.3,14.61,4.87,0.1,0.3,17.9,8,4,8,63.7,57.5,0.11,-4.7,-2.5,Milan,35,38.0,16335,19101,85.5,290496,97134,6939,7660,90.6,7732,8519,90.8,1389,2238,62.1,43,46.8,39.3,-3.8,442,1198,342,77,1589,Milan,35,38.0,19101,17400,1641,524,90,85,634,544,217,134,18,0,16335,60,248,Milan,35,38.0,1011,26.61,749,70,72,62,39,19,107,2.82,69,7,6,14,8,3,Milan,35,38.0,552,349,249,222,81,246,480,51.3,234,292,95,197,234,786,691,21,Milan,35,53.9,38.0,22849,2115,7299,10263,5518,966,22841,721,343,47.6,309,42.9,14001,80439,44096,915,648,269,513,288,16145,1572,Milan,35,25.6,38,3420,90,100,38.0,418,81,249,166,22,282,1.66,61,43,18,0.47,63.7,41.3,22.4,0.59,Milan,35,38.0,70,6,1,415,428,60,634,234,349,7,2,3,1397,434,391,52.6
13,Monza,36,26.8,48.5,38,418,3420,38.0,27,18,45,24,3,3,90,3,29.9,27.7,20.9,48.6,533,1096,0.71,0.47,1.18,0.63,1.11,0.79,0.55,1.34,0.73,1.28,Monza,3,38,38,3420,38.0,69,1.82,183,115,63.4,3,9,26,3,7.9,4,2,2,0,50.0,Monza,3,38.0,69,2,2,10,3,59.8,0.31,-6.2,-0.16,217,557,39.0,1069,157,42.5,33.7,333,30.9,28.3,534,26,4.9,33,0.87,13.3,Monza,36,38.0,27,333,99,29.7,8.76,2.61,0.07,0.24,18.3,17,3,3,29.9,27.7,0.09,-2.9,-3.7,Monza,36,38.0,14248,17515,81.3,257293,87427,5982,6697,89.3,6561,7422,88.4,1412,2561,55.1,18,20.9,18.2,-2.9,245,895,196,72,1096,Monza,36,38.0,17515,15688,1773,575,30,78,656,623,136,41,75,0,14248,54,296,Monza,36,38.0,588,15.47,437,56,25,34,31,5,43,1.13,32,3,1,6,0,1,Monza,36,38.0,562,315,304,202,56,272,501,54.3,229,382,157,225,305,867,874,38,Monza,36,48.5,38.0,21338,2852,8271,9181,4056,480,21335,507,220,43.4,227,44.8,12954,65264,31645,533,413,89,510,334,14106,1081,Monza,36,26.8,38,3420,90,100,38.0,418,81,243,172,20,310,0.47,28,69,-41,-1.08,29.9,54.7,-24.8,-0.65,Monza,36,38.0,90,3,2,512,529,54,656,305,315,0,4,3,1299,567,605,48.4
14,Napoli,27,28.6,54.6,38,418,3420,38.0,56,42,98,52,4,5,47,0,52.9,49.1,39.1,88.2,739,1546,1.47,1.11,2.58,1.37,2.47,1.39,1.03,2.42,1.29,2.32,Napoli,3,38,38,3420,38.0,27,0.71,96,69,72.9,24,10,4,19,50.0,4,1,2,1,66.7,Napoli,3,38.0,27,1,1,0,2,29.1,0.28,4.1,0.11,102,251,40.6,1103,131,17.0,31.7,260,24.6,29.6,438,25,5.7,50,1.32,13.7,Napoli,27,38.0,56,499,150,30.1,13.13,3.95,0.1,0.35,16.2,11,4,5,52.9,49.1,0.1,3.1,2.9,Napoli,27,38.0,16894,20033,84.3,299923,98597,7296,8074,90.4,7665,8530,89.9,1582,2497,63.4,42,39.1,35.4,2.9,391,1235,318,76,1546,Napoli,27,38.0,20033,18236,1742,487,48,88,681,721,209,137,43,2,16894,55,340,Napoli,27,38.0,882,23.21,672,70,39,61,28,12,100,2.63,75,4,7,6,7,1,Napoli,27,38.0,535,323,237,238,60,258,469,55.0,211,317,100,217,270,805,813,11,Napoli,27,54.6,38.0,23892,2258,7471,11310,5295,869,23887,611,244,39.9,286,46.8,13244,69492,35365,739,443,207,473,326,16735,1530,Napoli,27,28.6,38,3420,90,100,38.0,418,85,260,158,14,269,2.16,59,27,32,0.84,52.9,29.6,23.3,0.61,Napoli,27,38.0,47,0,0,415,445,55,681,270,323,4,4,2,1435,530,460,53.5
15,Parma,32,23.8,44.2,38,418,3420,38.0,43,31,74,37,6,7,78,6,43.1,37.6,29.3,66.9,578,1059,1.13,0.82,1.95,0.97,1.79,1.13,0.77,1.9,0.99,1.76,Parma,2,38,38,3330,38.0,58,1.57,158,102,66.5,7,15,16,7,18.4,5,5,0,0,0.0,Parma,2,38.0,58,5,3,6,2,54.2,0.32,-1.8,-0.05,207,697,29.7,1237,190,44.4,33.9,322,46.0,40.0,643,67,10.4,40,1.08,16.3,Parma,32,38.0,43,418,140,33.5,11.0,3.68,0.09,0.26,19.3,22,6,7,43.1,37.6,0.09,-0.1,-0.6,Parma,32,38.0,12509,15805,79.1,227371,84995,5238,5993,87.4,5643,6511,86.7,1289,2504,51.5,31,29.3,24.5,1.7,316,890,217,59,1059,Parma,32,38.0,15805,14017,1757,568,43,75,427,602,168,55,33,1,12509,31,247,Parma,32,38.0,749,19.71,542,61,49,37,45,15,73,1.92,47,6,7,6,5,2,Parma,32,38.0,523,293,267,201,55,242,484,50.0,242,434,153,281,279,802,977,21,Parma,32,44.2,38.0,19903,2706,7204,8455,4468,655,19896,587,249,42.4,276,47.0,11305,58058,29684,578,416,168,548,297,12339,1049,Parma,32,23.8,38,3420,90,100,38.0,418,78,234,185,26,284,0.95,44,58,-14,-0.37,43.1,56.4,-13.3,-0.35,Parma,32,38.0,78,6,3,405,458,31,427,279,293,5,5,2,1365,499,502,49.9
16,Roma,28,26.5,53.9,38,418,3420,38.0,55,35,90,47,8,8,66,1,53.0,46.7,35.0,81.7,691,1501,1.45,0.92,2.37,1.24,2.16,1.39,0.92,2.32,1.23,2.15,Roma,1,38,38,3420,38.0,35,0.92,151,117,79.5,20,9,9,16,42.1,4,4,0,0,0.0,Roma,1,38.0,35,4,0,4,1,42.5,0.26,8.5,0.22,124,413,30.0,1195,170,25.1,30.6,263,43.0,37.3,495,30,6.1,33,0.87,13.7,Roma,28,38.0,55,514,162,31.5,13.53,4.26,0.09,0.29,17.9,15,8,8,53.0,46.7,0.09,2.0,0.3,Roma,28,38.0,17016,20265,84.0,300183,96685,7364,8133,90.5,7726,8590,89.9,1535,2676,57.4,35,35.0,32.8,0.0,391,1302,314,81,1501,Roma,28,38.0,20265,18489,1717,525,50,93,636,687,170,74,65,2,17016,59,287,Roma,28,38.0,934,24.58,695,81,34,67,47,10,95,2.5,67,3,4,11,8,2,Roma,28,38.0,551,328,233,236,82,224,439,51.0,215,329,110,219,282,833,746,16,Roma,28,53.9,38.0,24126,2375,7151,11355,5819,861,24118,563,210,37.3,266,47.2,14077,72568,36058,691,579,162,545,283,16857,1488,Roma,28,26.5,38,3420,90,100,38.0,418,81,247,171,21,317,1.82,56,35,21,0.55,53.0,40.9,12.1,0.32,Roma,28,38.0,66,1,1,405,484,59,636,282,328,6,4,1,1437,441,476,48.1
17,Torino,31,26.7,47.5,38,418,3420,38.0,36,21,57,34,2,4,80,3,34.6,31.6,22.5,54.0,529,1113,0.95,0.55,1.5,0.89,1.45,0.91,0.59,1.5,0.83,1.42,Torino,2,38,38,3420,38.0,45,1.18,180,133,76.7,10,14,14,10,26.3,7,3,4,0,57.1,Torino,2,38.0,45,3,1,7,2,53.7,0.27,10.7,0.28,231,714,32.4,1342,196,41.0,37.6,313,52.4,46.2,597,37,6.2,51,1.34,13.7,Torino,31,38.0,36,383,123,32.1,10.08,3.24,0.09,0.28,18.6,12,2,4,34.6,31.6,0.08,1.4,2.4,Torino,31,38.0,13578,17008,79.8,249577,86249,5650,6464,87.4,6225,7103,87.6,1445,2696,53.6,21,22.5,25.9,-1.5,276,980,250,86,1113,Torino,31,38.0,17008,15278,1673,443,26,83,675,676,158,95,51,0,13578,57,274,Torino,31,38.0,663,17.45,500,52,24,48,29,10,58,1.53,38,6,4,5,4,1,Torino,31,38.0,468,261,217,181,70,232,437,53.1,205,338,133,205,278,746,882,21,Torino,31,47.5,38.0,20697,2400,6911,9482,4475,605,20693,452,169,37.4,236,52.2,12098,62802,31118,529,389,107,490,272,13424,1103,Torino,31,26.7,38,3420,90,100,38.0,418,80,236,179,21,253,1.16,39,45,-6,-0.16,34.6,50.4,-15.8,-0.42,Torino,31,38.0,80,3,1,483,386,57,675,278,261,2,7,2,1296,538,564,48.8
18,Udinese,31,26.4,47.2,38,418,3420,38.0,41,28,69,39,2,4,88,5,38.2,35.0,27.2,62.1,566,1160,1.08,0.74,1.82,1.03,1.76,1.01,0.71,1.72,0.92,1.64,Udinese,3,38,38,3420,38.0,56,1.47,164,113,70.1,12,8,18,9,23.7,8,7,0,1,0.0,Udinese,3,38.0,56,7,3,8,5,52.3,0.29,1.3,0.03,167,447,37.4,1021,108,34.3,30.2,266,36.5,31.7,528,19,3.6,36,0.95,14.1,Udinese,31,38.0,41,430,137,31.9,11.32,3.61,0.09,0.28,17.7,15,2,4,38.2,35.0,0.08,2.8,4.0,Udinese,31,38.0,12945,16279,79.5,239290,82480,5322,6027,88.3,5751,6676,86.1,1552,2764,56.2,28,27.2,24.8,0.8,313,969,242,103,1160,Udinese,31,38.0,16279,14543,1686,465,25,92,679,683,178,64,73,2,12945,50,269,Udinese,31,38.0,757,19.92,557,67,31,52,31,19,61,1.61,33,4,5,14,3,2,Udinese,31,38.0,562,346,276,217,69,279,508,54.9,229,396,139,257,302,864,909,27,Udinese,31,47.2,38.0,20351,2410,6993,9142,4451,694,20347,623,281,45.1,294,47.2,11222,61191,29910,566,424,127,558,295,12776,1140,Udinese,31,26.4,38,3420,90,100,38.0,418,80,232,181,21,278,1.16,41,56,-15,-0.39,38.2,52.6,-14.4,-0.38,Udinese,31,38.0,88,5,3,543,379,50,679,302,346,2,8,5,1426,550,493,52.7
19,Venezia,36,25.4,45.1,38,418,3420,38.0,31,16,47,27,4,5,75,2,35.8,32.0,22.2,54.2,507,1066,0.82,0.42,1.24,0.71,1.13,0.94,0.58,1.53,0.84,1.43,Venezia,3,38,38,3420,38.0,56,1.47,188,134,75.5,5,14,19,6,15.8,11,10,1,0,9.1,Venezia,3,38.0,56,10,0,8,3,57.0,0.26,4.0,0.1,135,520,26.0,1014,158,41.9,31.0,342,27.8,27.3,589,31,5.3,21,0.55,9.4,Venezia,36,38.0,31,381,120,31.5,10.03,3.16,0.07,0.23,18.5,25,4,5,35.8,32.0,0.09,-4.8,-5.0,Venezia,36,38.0,11573,15155,76.4,201752,77791,5144,5977,86.1,5103,6078,84.0,1002,2218,45.2,16,22.2,22.3,-6.2,282,813,215,58,1066,Venezia,36,38.0,15155,13224,1873,526,35,87,529,769,142,60,46,0,11573,58,301,Venezia,36,38.0,685,18.03,491,67,37,36,45,9,49,1.29,26,5,3,8,7,0,Venezia,36,38.0,605,361,319,202,84,286,572,50.0,286,439,145,294,279,884,921,25,Venezia,36,45.1,38.0,19451,2614,7044,8341,4288,633,19445,601,248,41.3,290,48.3,10476,56455,28256,507,383,124,621,398,11442,1057,Venezia,36,25.4,38,3420,90,100,38.0,418,81,232,187,19,317,0.76,32,56,-24,-0.63,35.8,57.5,-21.7,-0.57,Venezia,36,38.0,75,2,2,503,451,58,529,279,361,4,11,3,1450,490,626,43.9
