,Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
224,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,MF,Southampton,Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,378,15,63,168,156,19,378,18,9,50.0,7,38.9,211,1331,707,19,21,2,14,13,247,21,ar ARG,MF,Southampton,Premier League,21,2002,1,10,10,0.3,0.1,0,0,0,1,10,0,0.00,0,0,0,0.00,+1.58,0.3,0.0,+0.3,+2.92,+4.31,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0
225,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,MF,Southampton,Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,378,15,63,168,156,19,378,18,9,50.0,7,38.9,211,1331,707,19,21,2,14,13,247,21,ar ARG,MF,Southampton,Premier League,21,2002,1,10,10,0.3,0.1,0,0,0,1,10,0,0.00,0,0,0,0.00,+1.58,0.3,0.0,+0.3,+2.92,+4.31,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6
226,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,MF,Southampton,Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,378,15,63,168,156,19,378,18,9,50.0,7,38.9,211,1331,707,19,21,2,14,13,247,21,ar ARG,"FW,MF",Everton,Premier League,21,2002,15,764,51,22.3,8.5,7,84,2,8,22,0,1.47,12,9,+3,+0.35,+0.52,8.2,11.0,-2.9,-0.34,-0.28,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0
227,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,MF,Southampton,Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,378,15,63,168,156,19,378,18,9,50.0,7,38.9,211,1331,707,19,21,2,14,13,247,21,ar ARG,"FW,MF",Everton,Premier League,21,2002,15,764,51,22.3,8.5,7,84,2,8,22,0,1.47,12,9,+3,+0.35,+0.52,8.2,11.0,-2.9,-0.34,-0.28,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6
228,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,MF,Southampton,Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,11,5,5,3,3,3,11,27.3,8,9,2,7,5,16,10,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1,ar ARG,MF,Southampton,Premier League,21,2002,1,10,10,0.3,0.1,0,0,0,1,10,0,0.00,0,0,0,0.00,+1.58,0.3,0.0,+0.3,+2.92,+4.31,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0
229,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,MF,Southampton,Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,11,5,5,3,3,3,11,27.3,8,9,2,7,5,16,10,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1,ar ARG,MF,Southampton,Premier League,21,2002,1,10,10,0.3,0.1,0,0,0,1,10,0,0.00,0,0,0,0.00,+1.58,0.3,0.0,+0.3,+2.92,+4.31,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6
230,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,MF,Southampton,Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,11,5,5,3,3,3,11,27.3,8,9,2,7,5,16,10,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1,ar ARG,"FW,MF",Everton,Premier League,21,2002,15,764,51,22.3,8.5,7,84,2,8,22,0,1.47,12,9,+3,+0.35,+0.52,8.2,11.0,-2.9,-0.34,-0.28,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0
231,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,MF,Southampton,Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,11,5,5,3,3,3,11,27.3,8,9,2,7,5,16,10,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1,ar ARG,"FW,MF",Everton,Premier League,21,2002,15,764,51,22.3,8.5,7,84,2,8,22,0,1.47,12,9,+3,+0.35,+0.52,8.2,11.0,-2.9,-0.34,-0.28,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6
232,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,MF,Southampton,Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,11,5,5,3,3,3,11,27.3,8,9,2,7,5,16,10,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,378,15,63,168,156,19,378,18,9,50.0,7,38.9,211,1331,707,19,21,2,14,13,247,21,ar ARG,MF,Southampton,Premier League,21,2002,1,10,10,0.3,0.1,0,0,0,1,10,0,0.00,0,0,0,0.00,+1.58,0.3,0.0,+0.3,+2.92,+4.31,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0
233,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,MF,Southampton,Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,11,5,5,3,3,3,11,27.3,8,9,2,7,5,16,10,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,378,15,63,168,156,19,378,18,9,50.0,7,38.9,211,1331,707,19,21,2,14,13,247,21,ar ARG,MF,Southampton,Premier League,21,2002,1,10,10,0.3,0.1,0,0,0,1,10,0,0.00,0,0,0,0.00,+1.58,0.3,0.0,+0.3,+2.92,+4.31,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6
234,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,MF,Southampton,Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,11,5,5,3,3,3,11,27.3,8,9,2,7,5,16,10,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,378,15,63,168,156,19,378,18,9,50.0,7,38.9,211,1331,707,19,21,2,14,13,247,21,ar ARG,"FW,MF",Everton,Premier League,21,2002,15,764,51,22.3,8.5,7,84,2,8,22,0,1.47,12,9,+3,+0.35,+0.52,8.2,11.0,-2.9,-0.34,-0.28,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0
235,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,MF,Southampton,Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,11,5,5,3,3,3,11,27.3,8,9,2,7,5,16,10,0,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,378,15,63,168,156,19,378,18,9,50.0,7,38.9,211,1331,707,19,21,2,14,13,247,21,ar ARG,"FW,MF",Everton,Premier League,21,2002,15,764,51,22.3,8.5,7,84,2,8,22,0,1.47,12,9,+3,+0.35,+0.52,8.2,11.0,-2.9,-0.34,-0.28,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6
236,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,278,265,12,2,1,2,11,6,3,2,1,0,224,1,10,ar ARG,MF,Southampton,Premier League,21,2002,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1,ar ARG,MF,Southampton,Premier League,21,2002,1,10,10,0.3,0.1,0,0,0,1,10,0,0.00,0,0,0,0.00,+1.58,0.3,0.0,+0.3,+2.92,+4.31,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0
237,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,278,265,12,2,1,2,11,6,3,2,1,0,224,1,10,ar ARG,MF,Southampton,Premier League,21,2002,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1,ar ARG,MF,Southampton,Premier League,21,2002,1,10,10,0.3,0.1,0,0,0,1,10,0,0.00,0,0,0,0.00,+1.58,0.3,0.0,+0.3,+2.92,+4.31,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6
238,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,278,265,12,2,1,2,11,6,3,2,1,0,224,1,10,ar ARG,MF,Southampton,Premier League,21,2002,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1,ar ARG,"FW,MF",Everton,Premier League,21,2002,15,764,51,22.3,8.5,7,84,2,8,22,0,1.47,12,9,+3,+0.35,+0.52,8.2,11.0,-2.9,-0.34,-0.28,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0
239,Carlos Alcaraz,ar ARG,MF,Southampton,Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,278,265,12,2,1,2,11,6,3,2,1,0,224,1,10,ar ARG,MF,Southampton,Premier League,21,2002,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ar ARG,MF,Southampton,Premier League,21,2002,0.1,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1,ar ARG,"FW,MF",Everton,Premier League,21,2002,15,764,51,22.3,8.5,7,84,2,8,22,0,1.47,12,9,+3,+0.35,+0.52,8.2,11.0,-2.9,-0.34,-0.28,ar ARG,"FW,MF",Everton,Premier League,21,2002,8.5,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6
