,Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
412,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,796,32,151,356,295,32,796,24,16,66.7,6,25.0,383,1742,863,21,17,3,26,14,503,97,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,"1,275",67,41.7,14.2,15,80,7,4,19,0,1.26,22,22,0,0.00,-0.25,18.2,22.9,-4.7,-0.33,-0.23,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,2,0,0,13,10,1,37,15,15,0,0,0,68,5,16,23.8
413,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,796,32,151,356,295,32,796,24,16,66.7,6,25.0,383,1742,863,21,17,3,26,14,503,97,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,"1,275",67,41.7,14.2,15,80,7,4,19,0,1.26,22,22,0,0.00,-0.25,18.2,22.9,-4.7,-0.33,-0.23,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,1,0,0,13,14,3,34,9,19,0,0,0,45,10,17,37.0
414,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,24,19,9,13,2,9,23,39.1,14,18,2,16,9,33,45,0,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,15,"1,170",78,38.2,13.0,14,82,8,1,26,0,1.40,27,23,+4,+0.31,+0.40,19.4,22.5,-3.1,-0.24,-0.14,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,2,0,0,13,10,1,37,15,15,0,0,0,68,5,16,23.8
415,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,24,19,9,13,2,9,23,39.1,14,18,2,16,9,33,45,0,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,15,"1,170",78,38.2,13.0,14,82,8,1,26,0,1.40,27,23,+4,+0.31,+0.40,19.4,22.5,-3.1,-0.24,-0.14,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,1,0,0,13,14,3,34,9,19,0,0,0,45,10,17,37.0
416,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,24,19,9,13,2,9,23,39.1,14,18,2,16,9,33,45,0,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,"1,275",67,41.7,14.2,15,80,7,4,19,0,1.26,22,22,0,0.00,-0.25,18.2,22.9,-4.7,-0.33,-0.23,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,2,0,0,13,10,1,37,15,15,0,0,0,68,5,16,23.8
417,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,24,19,9,13,2,9,23,39.1,14,18,2,16,9,33,45,0,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,"1,275",67,41.7,14.2,15,80,7,4,19,0,1.26,22,22,0,0.00,-0.25,18.2,22.9,-4.7,-0.33,-0.23,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,1,0,0,13,14,3,34,9,19,0,0,0,45,10,17,37.0
418,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,24,19,9,13,2,9,23,39.1,14,18,2,16,9,33,45,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,796,32,151,356,295,32,796,24,16,66.7,6,25.0,383,1742,863,21,17,3,26,14,503,97,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,15,"1,170",78,38.2,13.0,14,82,8,1,26,0,1.40,27,23,+4,+0.31,+0.40,19.4,22.5,-3.1,-0.24,-0.14,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,2,0,0,13,10,1,37,15,15,0,0,0,68,5,16,23.8
419,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,24,19,9,13,2,9,23,39.1,14,18,2,16,9,33,45,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,796,32,151,356,295,32,796,24,16,66.7,6,25.0,383,1742,863,21,17,3,26,14,503,97,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,15,"1,170",78,38.2,13.0,14,82,8,1,26,0,1.40,27,23,+4,+0.31,+0.40,19.4,22.5,-3.1,-0.24,-0.14,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,1,0,0,13,14,3,34,9,19,0,0,0,45,10,17,37.0
420,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,24,19,9,13,2,9,23,39.1,14,18,2,16,9,33,45,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,796,32,151,356,295,32,796,24,16,66.7,6,25.0,383,1742,863,21,17,3,26,14,503,97,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,"1,275",67,41.7,14.2,15,80,7,4,19,0,1.26,22,22,0,0.00,-0.25,18.2,22.9,-4.7,-0.33,-0.23,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,2,0,0,13,10,1,37,15,15,0,0,0,68,5,16,23.8
421,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,24,19,9,13,2,9,23,39.1,14,18,2,16,9,33,45,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,796,32,151,356,295,32,796,24,16,66.7,6,25.0,383,1742,863,21,17,3,26,14,503,97,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,"1,275",67,41.7,14.2,15,80,7,4,19,0,1.26,22,22,0,0.00,-0.25,18.2,22.9,-4.7,-0.33,-0.23,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,1,0,0,13,14,3,34,9,19,0,0,0,45,10,17,37.0
422,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,30,2.12,25,1,2,1,0,1,6,0.42,5,0,0,0,0,1,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,15,"1,170",78,38.2,13.0,14,82,8,1,26,0,1.40,27,23,+4,+0.31,+0.40,19.4,22.5,-3.1,-0.24,-0.14,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,2,0,0,13,10,1,37,15,15,0,0,0,68,5,16,23.8
423,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,30,2.12,25,1,2,1,0,1,6,0.42,5,0,0,0,0,1,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,15,"1,170",78,38.2,13.0,14,82,8,1,26,0,1.40,27,23,+4,+0.31,+0.40,19.4,22.5,-3.1,-0.24,-0.14,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,1,0,0,13,14,3,34,9,19,0,0,0,45,10,17,37.0
424,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,30,2.12,25,1,2,1,0,1,6,0.42,5,0,0,0,0,1,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,"1,275",67,41.7,14.2,15,80,7,4,19,0,1.26,22,22,0,0.00,-0.25,18.2,22.9,-4.7,-0.33,-0.23,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,2,0,0,13,10,1,37,15,15,0,0,0,68,5,16,23.8
425,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,30,2.12,25,1,2,1,0,1,6,0.42,5,0,0,0,0,1,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,"1,275",67,41.7,14.2,15,80,7,4,19,0,1.26,22,22,0,0.00,-0.25,18.2,22.9,-4.7,-0.33,-0.23,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,1,0,0,13,14,3,34,9,19,0,0,0,45,10,17,37.0
426,Ridle Baku,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.10,0.11,0.20,0.10,0.20,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.20,0.35,0.12,0.40,16.7,0,0,0,1.4,1.4,0.08,+0.6,+0.6,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,514,467,46,6,3,2,37,40,0,0,0,0,381,1,22,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,30,2.12,25,1,2,1,0,1,6,0.42,5,0,0,0,0,1,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,23,15,9,9,5,8,19,42.1,11,22,1,21,15,38,15,0,de GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,796,32,151,356,295,32,796,24,16,66.7,6,25.0,383,1742,863,21,17,3,26,14,503,97,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,15,"1,170",78,38.2,13.0,14,82,8,1,26,0,1.40,27,23,+4,+0.31,+0.40,19.4,22.5,-3.1,-0.24,-0.14,de GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,2,0,0,13,10,1,37,15,15,0,0,0,68,5,16,23.8
