,Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
10,Houston Dynamo,26,27.8,59.3,34,374,3060,34.0,45,33,78,43,2,2,75,2,43.1,41.5,30.9,72.5,578,1500,1.32,0.97,2.29,1.26,2.24,1.27,0.91,2.18,1.22,2.13,Houston Dynamo,2,34,34,3060,34.0,39,1.15,146,107,76.0,15,9,10,8,23.5,5,4,1,0,20.0,Houston Dynamo,2,34.0,39,4,0,6,1,45.4,0.29,7.4,0.22,78,205,38.0,732,141,19.7,25.8,257,23.7,25.5,443,19,4.3,34,1.0,14.6,Houston Dynamo,26,34.0,45,467,160,34.3,13.74,4.71,0.09,0.27,17.9,8,2,2,43.1,41.5,0.09,1.9,1.5,Houston Dynamo,26,34.0,17338,20400,85.0,294849,99900,8363,9109,91.8,6827,7670,89.0,1624,2534,64.1,33,30.9,38.4,2.1,367,1249,317,60,1500,Houston Dynamo,26,34.0,20400,18782,1538,447,38,171,567,586,175,66,73,5,17338,80,271,Houston Dynamo,26,34.0,828,24.35,636,74,28,53,24,13,75,2.21,56,5,5,6,2,1,Houston Dynamo,26,34.0,510,338,249,187,74,265,492,53.9,227,304,93,211,239,749,570,17,Houston Dynamo,26,59.3,34.0,23681,2225,7534,10711,5542,831,23679,510,232,45.5,235,46.1,14107,65078,31804,578,462,153,422,254,17179,1493,Houston Dynamo,26,27.8,34,3060,90,100,34.0,374,84,234,141,16,162,1.59,47,39,8,0.24,43.1,45.9,-2.8,-0.08,Houston Dynamo,26,34.0,75,2,1,427,407,80,567,239,338,1,5,1,1435,357,364,49.5
11,Inter Miami,31,27.5,54.7,34,374,3060,34.0,78,65,143,77,1,1,95,4,53.8,53.0,44.8,97.8,515,1409,2.29,1.91,4.21,2.26,4.18,1.58,1.32,2.9,1.56,2.88,Inter Miami,3,34,34,3060,34.0,49,1.44,159,110,72.3,22,8,4,6,17.6,7,5,2,0,28.6,Inter Miami,3,34.0,49,5,0,6,2,49.9,0.28,2.9,0.09,84,262,32.1,923,186,20.7,24.8,276,25.7,29.7,444,36,8.1,30,0.88,14.3,Inter Miami,31,34.0,78,399,181,45.4,11.74,5.32,0.19,0.43,17.2,23,1,1,53.8,53.0,0.14,24.2,24.0,Inter Miami,31,34.0,16597,19694,84.3,289618,96951,7333,8108,90.4,7407,8227,90.0,1462,2380,61.4,65,44.8,42.1,20.2,318,1130,295,49,1409,Inter Miami,31,34.0,19694,18227,1392,403,63,154,416,492,138,43,48,2,16597,75,335,Inter Miami,31,34.0,731,21.5,569,48,45,28,29,12,148,4.35,113,9,11,8,7,0,Inter Miami,31,34.0,596,378,305,216,75,288,618,46.6,330,395,131,264,319,915,581,26,Inter Miami,31,54.7,34.0,23130,2478,8011,10630,4675,752,23129,531,266,50.1,238,44.8,13331,64068,33943,515,386,137,449,231,16481,1400,Inter Miami,31,27.5,34,3060,90,100,34.0,374,83,230,141,18,156,2.18,79,49,30,0.88,53.8,53.0,0.8,0.02,Inter Miami,31,34.0,95,4,4,388,372,75,416,319,378,1,7,2,1598,270,280,49.1
12,LA Galaxy,26,27.4,56.7,34,374,3060,34.0,68,51,119,64,4,8,61,3,63.8,57.5,44.9,102.4,700,1639,2.0,1.5,3.5,1.88,3.38,1.88,1.32,3.2,1.69,3.01,LA Galaxy,2,34,34,3060,34.0,50,1.47,178,128,74.2,19,7,8,7,20.6,5,4,1,0,20.0,LA Galaxy,2,34.0,50,4,0,11,1,52.7,0.27,3.7,0.11,91,336,27.1,715,157,36.5,21.6,289,26.0,29.1,498,22,4.4,12,0.35,15.0,LA Galaxy,26,34.0,68,489,195,39.9,14.38,5.74,0.13,0.33,18.2,19,4,8,63.8,57.5,0.12,4.2,6.5,LA Galaxy,26,34.0,18744,21525,87.1,304663,102369,9285,9997,92.9,7460,8175,91.3,1355,2168,62.5,51,44.9,40.1,6.1,379,1356,342,36,1639,LA Galaxy,26,34.0,21525,19971,1503,449,62,106,384,513,169,71,41,0,18744,51,292,LA Galaxy,26,34.0,884,26.0,679,47,48,57,41,12,118,3.47,90,2,8,15,3,0,LA Galaxy,26,34.0,485,292,255,169,61,233,480,48.5,247,368,131,237,297,782,688,16,LA Galaxy,26,56.7,34.0,25046,2315,7688,11366,6203,864,25038,632,296,46.8,284,44.9,15241,73016,36186,700,533,216,450,280,18627,1631,LA Galaxy,26,27.4,34,3060,90,100,34.0,374,84,229,144,17,159,1.88,69,50,19,0.56,63.8,53.0,10.8,0.32,LA Galaxy,26,34.0,61,3,1,319,417,51,384,297,292,5,5,1,1426,262,283,48.1
13,LAFC,24,28.8,46.8,34,374,3060,34.0,62,42,104,55,7,8,74,5,59.2,53.1,41.9,95.0,647,1364,1.82,1.24,3.06,1.62,2.85,1.74,1.23,2.97,1.56,2.79,LAFC,2,34,34,3060,34.0,43,1.26,137,96,69.3,19,7,8,12,35.3,3,1,1,1,50.0,LAFC,2,34.0,43,1,2,6,3,40.7,0.29,0.7,0.02,169,448,37.7,864,127,40.2,33.4,264,38.3,34.3,477,29,6.1,26,0.76,10.3,LAFC,24,34.0,62,535,194,36.3,15.74,5.71,0.1,0.28,17.7,17,7,8,59.2,53.1,0.1,2.8,1.9,LAFC,24,34.0,13159,16160,81.4,241998,87691,5324,5970,89.2,6288,7106,88.5,1337,2403,55.6,42,41.9,34.9,0.1,394,1079,291,54,1364,LAFC,24,34.0,16160,14580,1524,382,39,81,583,591,208,87,92,0,13159,56,294,LAFC,24,34.0,911,26.79,613,84,75,72,42,25,112,3.29,77,4,9,10,10,2,LAFC,24,34.0,605,377,322,194,89,308,617,49.9,309,370,143,227,388,993,664,9,LAFC,24,46.8,34.0,20063,2080,6749,8677,4849,841,20055,754,325,43.1,376,49.9,11329,60331,30667,647,436,210,492,272,13047,1344,LAFC,24,28.8,34,3060,90,100,34.0,374,84,238,133,18,151,1.88,63,43,20,0.59,59.2,39.9,19.4,0.57,LAFC,24,34.0,74,5,3,450,365,56,583,388,377,7,3,3,1519,392,349,52.9
14,Minnesota Utd,36,26.7,44.3,34,374,3060,34.0,55,39,94,50,5,6,74,4,53.2,48.9,36.8,85.6,515,1278,1.62,1.15,2.76,1.47,2.62,1.57,1.08,2.65,1.44,2.52,Minnesota Utd,3,34,34,3060,34.0,49,1.44,145,96,67.6,15,7,12,7,20.6,4,2,1,1,33.3,Minnesota Utd,3,34.0,49,2,0,8,1,48.9,0.32,0.9,0.03,135,517,26.1,789,144,47.5,31.2,263,54.0,41.2,479,13,2.7,50,1.47,17.4,Minnesota Utd,36,34.0,55,448,163,36.4,13.18,4.79,0.11,0.31,17.6,16,5,6,53.2,48.9,0.11,1.8,1.1,Minnesota Utd,36,34.0,11030,14555,75.8,197202,78070,4969,5823,85.3,4582,5498,83.3,1193,2421,49.3,39,36.8,36.1,2.2,321,936,292,52,1278,Minnesota Utd,36,34.0,14555,12957,1548,407,59,120,533,611,185,104,68,1,11030,50,293,Minnesota Utd,36,34.0,749,22.03,552,55,39,58,28,17,91,2.68,63,9,5,9,4,1,Minnesota Utd,36,34.0,542,342,273,205,64,272,509,53.4,237,364,98,266,339,881,746,8,Minnesota Utd,36,44.3,34.0,18313,1957,6241,7772,4468,761,18307,581,274,47.2,279,48.0,9601,50244,24384,515,356,139,472,286,10916,1262,Minnesota Utd,36,26.7,34,3060,90,100,34.0,374,81,225,147,23,144,1.53,58,49,9,0.26,53.2,50.1,3.1,0.09,Minnesota Utd,36,34.0,74,4,3,472,321,50,533,339,342,3,4,1,1531,438,521,45.7
15,Nashville SC,29,28.7,47.6,34,374,3060,34.0,37,30,67,32,5,7,59,2,44.8,39.5,29.6,69.1,433,1168,1.09,0.88,1.97,0.94,1.82,1.32,0.87,2.19,1.16,2.03,Nashville SC,2,34,34,3058,34.0,54,1.59,166,114,68.7,9,9,16,9,26.5,5,2,1,2,33.3,Nashville SC,2,34.0,54,2,1,10,3,50.2,0.29,-0.8,-0.02,168,436,38.5,802,182,38.3,33.7,270,47.8,39.1,443,28,6.3,24,0.71,17.5,Nashville SC,29,34.0,37,383,110,28.7,11.26,3.24,0.08,0.29,16.7,10,5,7,44.8,39.5,0.11,-7.8,-7.5,Nashville SC,29,34.0,12911,16102,80.2,247103,90362,4918,5575,88.2,6273,7156,87.7,1557,2730,57.0,30,29.6,30.7,0.4,285,982,231,78,1168,Nashville SC,29,34.0,16102,14523,1515,431,29,123,599,573,154,87,54,2,12911,64,277,Nashville SC,29,34.0,660,19.41,452,69,34,50,39,16,69,2.03,48,4,7,4,5,1,Nashville SC,29,34.0,507,327,272,186,49,251,498,50.4,247,371,119,252,341,848,656,9,Nashville SC,29,47.6,34.0,19523,2184,6877,8875,3937,621,19516,428,184,43.0,209,48.8,10281,50829,23978,433,345,109,491,260,12790,1157,Nashville SC,29,28.7,34,3060,90,100,34.0,374,82,221,152,19,141,1.06,38,54,-16,-0.47,44.8,54.1,-9.3,-0.27,Nashville SC,29,34.0,59,2,0,362,386,64,599,341,327,5,5,3,1358,454,474,48.9
16,NE Revolution,33,27.4,51.0,34,374,3060,34.0,36,26,62,35,1,1,66,4,36.8,36.0,28.1,64.2,570,1356,1.06,0.76,1.82,1.03,1.79,1.08,0.83,1.91,1.06,1.89,NE Revolution,3,34,34,3060,34.0,74,2.18,203,127,66.5,9,4,21,5,14.7,8,6,2,0,25.0,NE Revolution,3,34.0,74,6,2,7,0,71.1,0.32,-2.9,-0.09,143,447,32.0,758,98,36.3,32.4,300,57.3,46.7,435,14,3.2,12,0.35,12.4,NE Revolution,33,34.0,36,405,136,33.6,11.91,4.0,0.09,0.26,18.0,12,1,1,36.8,36.0,0.09,-0.8,-1.0,NE Revolution,33,34.0,14325,17530,81.7,267051,91150,5814,6525,89.1,6745,7604,88.7,1552,2674,58.0,26,28.1,28.0,-2.1,301,1029,283,73,1356,NE Revolution,33,34.0,17530,15897,1580,409,39,117,622,603,160,51,60,2,14325,53,281,NE Revolution,33,34.0,723,21.26,556,49,42,36,27,13,62,1.82,51,2,3,3,2,1,NE Revolution,33,34.0,486,299,239,193,54,253,475,53.3,222,381,130,251,296,782,684,10,NE Revolution,33,51.0,34.0,20999,2399,7507,9150,4557,654,20998,537,255,47.5,250,46.6,11696,62454,29640,570,443,137,478,290,14200,1335,NE Revolution,33,27.4,34,3060,90,100,34.0,374,83,239,134,19,156,0.91,37,74,-37,-1.09,36.8,62.8,-26.0,-0.76,NE Revolution,33,34.0,66,4,3,396,368,53,622,296,299,1,8,0,1486,404,391,50.8
17,NY Red Bulls,27,24.3,44.5,34,374,3060,34.0,53,36,89,45,8,10,58,6,56.5,48.8,39.9,88.7,533,1318,1.56,1.06,2.62,1.32,2.38,1.66,1.17,2.84,1.43,2.61,NY Red Bulls,2,34,34,3060,34.0,50,1.47,131,83,66.4,11,14,9,7,20.6,6,6,0,0,0.0,NY Red Bulls,2,34.0,50,6,3,4,2,44.1,0.3,-3.9,-0.12,141,520,27.1,843,136,42.9,34.8,231,68.4,51.1,409,24,5.9,43,1.26,16.1,NY Red Bulls,27,34.0,53,484,171,35.3,14.24,5.03,0.09,0.26,18.1,17,8,10,56.5,48.8,0.1,-3.5,-3.8,NY Red Bulls,27,34.0,11789,15313,77.0,220942,81671,4882,5695,85.7,5390,6333,85.1,1334,2626,50.8,36,39.9,35.9,-3.9,369,1132,273,65,1318,NY Red Bulls,27,34.0,15313,13736,1521,393,53,111,534,635,178,102,57,0,11789,56,283,NY Red Bulls,27,34.0,848,24.94,610,70,43,60,47,18,93,2.74,70,1,8,4,9,1,NY Red Bulls,27,34.0,497,314,218,198,81,234,487,48.0,253,392,90,302,307,804,608,11,NY Red Bulls,27,44.5,34.0,18938,1791,5950,8371,4766,759,18928,514,243,47.3,232,45.1,10395,53382,26304,533,388,151,551,234,11690,1306,NY Red Bulls,27,24.3,34,3060,90,100,34.0,374,83,228,141,19,160,1.38,55,50,5,0.15,56.5,43.7,12.7,0.37,NY Red Bulls,27,34.0,58,6,2,400,341,56,534,307,314,9,6,2,1491,528,539,49.5
18,NYCFC,25,24.6,52.2,34,374,3060,34.0,54,38,92,49,5,5,73,4,54.5,50.6,43.4,94.0,589,1504,1.59,1.12,2.71,1.44,2.56,1.6,1.28,2.88,1.49,2.76,NYCFC,2,34,34,3060,34.0,49,1.44,170,120,73.5,14,8,12,5,14.7,5,4,1,0,20.0,NYCFC,2,34.0,49,4,1,5,0,54.3,0.3,5.3,0.16,86,326,26.4,1112,208,22.5,28.4,228,33.3,33.3,422,29,6.9,33,0.97,14.6,NYCFC,25,34.0,54,462,158,34.2,13.59,4.65,0.11,0.31,17.3,19,5,5,54.5,50.6,0.11,-0.5,-1.6,NYCFC,25,34.0,14612,17913,81.6,249338,91591,6744,7573,89.1,6197,7080,87.5,1236,2226,55.5,38,43.4,39.7,-5.4,353,1142,338,74,1504,NYCFC,25,34.0,17913,16206,1634,470,74,78,528,677,177,98,37,1,14612,73,330,NYCFC,25,34.0,812,23.88,612,49,53,44,33,21,89,2.62,62,2,11,5,7,2,NYCFC,25,34.0,533,344,214,226,93,261,503,51.9,242,391,98,293,285,818,605,15,NYCFC,25,52.2,34.0,21699,2156,6709,9829,5377,884,21694,659,294,44.6,317,48.1,11886,59982,30393,589,419,194,568,336,14479,1496,NYCFC,25,24.6,34,3060,90,100,34.0,374,82,230,141,22,164,1.47,54,49,5,0.15,54.5,47.1,7.5,0.22,NYCFC,25,34.0,73,4,0,436,404,73,528,285,344,4,5,0,1595,390,428,47.7
19,Orlando City,26,27.4,52.5,34,374,3060,34.0,56,46,102,52,4,5,69,1,50.6,46.8,39.0,85.8,591,1607,1.65,1.35,3.0,1.53,2.88,1.49,1.15,2.64,1.38,2.52,Orlando City,3,34,34,3060,34.0,50,1.47,136,84,67.6,15,7,12,9,26.5,8,6,2,0,25.0,Orlando City,3,34.0,50,6,1,3,0,50.0,0.32,0.0,0.0,116,292,39.7,569,121,37.8,30.1,253,30.4,29.6,374,23,6.1,36,1.06,14.6,Orlando City,26,34.0,56,447,151,33.8,13.15,4.44,0.12,0.34,17.4,17,4,5,50.6,46.8,0.11,5.4,5.2,Orlando City,26,34.0,15061,18232,82.6,254399,93212,7301,8045,90.8,6070,6917,87.8,1287,2314,55.6,46,39.0,41.9,7.0,350,1250,341,79,1607,Orlando City,26,34.0,18232,16578,1588,461,54,115,676,600,191,67,74,1,15061,66,319,Orlando City,26,34.0,802,23.59,600,65,33,49,35,20,95,2.79,70,6,3,12,4,0,Orlando City,26,34.0,513,297,248,181,84,254,535,47.5,281,322,77,245,248,761,535,10,Orlando City,26,52.5,34.0,21495,1732,6161,9372,6141,807,21490,516,234,45.3,247,47.9,12096,57058,28335,591,459,149,446,250,14956,1597,Orlando City,26,27.4,34,3060,90,100,34.0,374,82,222,152,20,153,1.53,59,50,9,0.26,50.6,47.0,3.6,0.11,Orlando City,26,34.0,69,1,0,337,405,66,676,248,297,4,8,0,1513,322,434,42.6
20,Philadelphia Union,26,26.3,46.9,34,374,3060,34.0,62,47,109,58,4,5,64,1,59.9,56.1,46.3,102.4,455,1258,1.82,1.38,3.21,1.71,3.09,1.76,1.36,3.12,1.65,3.01,Philadelphia Union,3,34,34,3060,34.0,55,1.62,163,110,67.5,9,10,15,8,23.5,2,2,0,0,0.0,Philadelphia Union,3,34.0,55,2,2,5,2,55.7,0.34,2.7,0.08,150,401,37.4,628,135,36.0,44.0,260,67.3,47.9,458,18,3.9,25,0.74,17.8,Philadelphia Union,26,34.0,62,517,179,34.6,15.21,5.26,0.11,0.32,17.6,9,4,5,59.9,56.1,0.11,2.1,1.9,Philadelphia Union,26,34.0,11648,15066,77.3,222326,85444,4976,5738,86.7,4871,5812,83.8,1592,2816,56.5,47,46.3,44.8,0.7,407,1049,301,86,1258,Philadelphia Union,26,34.0,15066,13451,1546,413,34,193,652,606,179,90,47,10,11648,69,284,Philadelphia Union,26,34.0,916,26.94,646,113,26,69,43,19,99,2.91,64,11,3,13,5,3,Philadelphia Union,26,34.0,601,359,279,231,91,292,541,54.0,249,411,126,285,341,942,626,5,Philadelphia Union,26,46.9,34.0,18653,1776,5812,8190,4814,777,18648,335,144,43.0,171,51.0,9965,49593,24222,455,344,118,423,195,11536,1247,Philadelphia Union,26,26.3,34,3060,90,100,34.0,374,83,263,110,22,184,1.09,62,55,7,0.21,59.9,51.6,8.4,0.25,Philadelphia Union,26,34.0,64,1,0,374,346,69,652,341,359,3,2,2,1550,513,457,52.9
21,Portland Timbers,27,27.6,48.7,34,374,3060,34.0,64,51,115,59,5,5,68,3,54.0,50.2,40.7,90.8,581,1378,1.88,1.5,3.38,1.74,3.24,1.59,1.2,2.78,1.48,2.67,Portland Timbers,2,34,34,3058,34.0,56,1.65,146,91,63.0,12,11,11,6,17.6,4,2,1,1,33.3,Portland Timbers,2,34.0,56,2,1,12,2,53.5,0.35,-0.5,-0.01,193,481,40.1,1010,145,37.6,35.6,294,34.4,33.2,476,35,7.4,49,1.44,12.6,Portland Timbers,27,34.0,64,467,173,37.0,13.74,5.09,0.13,0.34,17.2,28,5,5,54.0,50.2,0.11,10.0,8.8,Portland Timbers,27,34.0,13679,16895,81.0,255339,95571,5632,6346,88.7,6098,6960,87.6,1639,2740,59.8,51,40.7,44.1,10.3,358,1130,321,69,1378,Portland Timbers,27,34.0,16895,15195,1653,519,46,126,531,602,150,54,62,3,13679,47,330,Portland Timbers,27,34.0,847,24.91,611,60,50,58,52,16,110,3.24,88,2,5,6,8,1,Portland Timbers,27,34.0,586,367,288,217,81,271,553,49.0,282,399,127,272,325,911,712,15,Portland Timbers,27,48.7,34.0,20776,2136,6664,9690,4632,793,20771,659,303,46.0,301,45.7,11499,58988,29910,581,446,161,528,303,13563,1365,Portland Timbers,27,27.6,34,3060,90,100,34.0,374,83,225,146,18,127,1.38,65,56,9,0.26,54.0,48.4,5.6,0.17,Portland Timbers,27,34.0,68,3,1,404,442,47,531,325,367,4,4,2,1516,431,386,52.8
22,Real Salt Lake,30,25.6,53.9,34,374,3060,34.0,63,49,112,59,4,4,75,2,55.2,52.1,41.3,93.4,614,1451,1.85,1.44,3.29,1.74,3.18,1.62,1.21,2.84,1.53,2.75,Real Salt Lake,2,34,34,3060,34.0,48,1.41,152,104,71.1,16,11,7,9,26.5,6,4,1,1,20.0,Real Salt Lake,2,34.0,48,4,3,3,1,44.2,0.26,-2.8,-0.08,146,391,37.3,1077,185,29.6,30.2,233,30.9,32.2,405,36,8.9,46,1.35,15.6,Real Salt Lake,30,34.0,63,522,185,35.4,15.35,5.44,0.11,0.32,19.1,17,4,4,55.2,52.1,0.1,7.8,6.9,Real Salt Lake,30,34.0,14990,18116,82.7,273244,93694,6455,7188,89.8,6625,7497,88.4,1637,2689,60.9,49,41.3,33.2,7.7,398,1237,286,56,1451,Real Salt Lake,30,34.0,18116,16442,1608,446,37,197,591,659,188,112,35,1,14990,66,288,Real Salt Lake,30,34.0,881,25.91,658,58,47,61,36,21,108,3.18,79,7,6,7,5,4,Real Salt Lake,30,34.0,495,326,198,238,59,221,480,46.0,259,405,127,278,312,807,589,16,Real Salt Lake,30,53.9,34.0,21927,2057,6581,10309,5244,720,21923,674,294,43.6,344,51.0,12675,63212,33150,614,505,165,535,289,14825,1438,Real Salt Lake,30,25.6,34,3060,90,100,34.0,374,82,221,151,21,139,1.74,65,48,17,0.5,55.2,43.5,11.7,0.35,Real Salt Lake,30,34.0,75,2,1,450,395,66,591,312,326,1,6,1,1602,321,319,50.2
23,Seattle Sounders,28,27.6,50.5,34,374,3060,34.0,49,31,80,41,8,9,55,8,49.3,42.2,34.7,77.0,563,1455,1.44,0.91,2.35,1.21,2.12,1.45,1.02,2.47,1.24,2.26,Seattle Sounders,2,34,34,3057,34.0,35,1.03,125,89,75.2,16,9,9,13,38.2,5,4,1,0,20.0,Seattle Sounders,2,34.0,35,4,0,2,0,34.5,0.25,-0.5,-0.02,129,385,33.5,702,121,38.3,35.2,248,46.8,40.8,471,39,8.3,14,0.41,10.2,Seattle Sounders,28,34.0,49,451,143,31.7,13.26,4.21,0.09,0.29,18.0,14,8,9,49.3,42.2,0.1,-0.3,-1.2,Seattle Sounders,28,34.0,14601,17819,81.9,259319,91433,6578,7290,90.2,6170,7065,87.3,1514,2615,57.9,31,34.7,35.8,-3.7,338,1189,286,57,1455,Seattle Sounders,28,34.0,17819,16239,1548,446,30,108,666,575,210,83,86,1,14601,32,309,Seattle Sounders,28,34.0,817,24.03,585,83,36,59,44,10,84,2.47,54,8,1,7,12,2,Seattle Sounders,28,34.0,538,341,249,211,78,247,452,54.6,205,398,122,276,331,869,654,14,Seattle Sounders,28,50.5,34.0,21440,1968,6413,9738,5464,809,21431,571,268,46.9,258,45.2,11947,60379,29158,563,393,176,473,299,14463,1435,Seattle Sounders,28,27.6,34,3060,90,100,34.0,374,82,225,142,20,160,1.68,51,35,16,0.47,49.3,38.3,11.0,0.32,Seattle Sounders,28,34.0,55,8,4,342,415,32,666,331,341,8,5,0,1574,434,397,52.2
24,SJ Earthquakes,27,27.6,44.6,34,374,3060,34.0,39,29,68,38,1,1,70,3,45.4,44.6,35.2,79.8,493,1129,1.15,0.85,2.0,1.12,1.97,1.34,1.04,2.37,1.31,2.35,SJ Earthquakes,3,34,34,3060,34.0,78,2.29,190,112,62.6,6,3,25,2,5.9,8,7,1,0,12.5,SJ Earthquakes,3,34.0,78,7,0,10,1,62.5,0.3,-14.5,-0.43,161,374,43.0,767,151,31.8,30.2,286,45.5,37.0,534,30,5.6,25,0.74,13.5,SJ Earthquakes,27,34.0,39,404,122,30.2,11.88,3.59,0.09,0.31,17.4,13,1,1,45.4,44.6,0.11,-6.4,-6.6,SJ Earthquakes,27,34.0,11984,15132,79.2,220403,83927,5050,5749,87.8,5266,6101,86.3,1383,2466,56.1,29,35.2,31.4,-6.2,312,863,241,70,1129,SJ Earthquakes,27,34.0,15132,13466,1622,446,35,112,599,601,177,65,86,2,11984,44,321,SJ Earthquakes,27,34.0,719,21.15,517,76,35,48,30,13,63,1.85,39,5,7,9,2,1,SJ Earthquakes,27,34.0,599,329,294,231,74,300,624,48.1,324,372,115,257,325,924,844,11,SJ Earthquakes,27,44.6,34.0,19002,2403,7015,8246,3935,608,19001,578,273,47.2,265,45.8,10250,54054,26974,493,329,111,516,259,11891,1122,SJ Earthquakes,27,27.6,34,3060,90,100,34.0,374,80,208,163,22,142,0.62,41,78,-37,-1.09,45.4,58.3,-12.9,-0.38,SJ Earthquakes,27,34.0,70,3,1,368,398,44,599,325,329,1,8,1,1446,383,395,49.2
25,Sporting KC,25,28.6,50.6,34,374,3060,34.0,51,39,90,51,0,3,65,3,42.9,40.5,31.5,72.0,583,1363,1.5,1.15,2.65,1.5,2.65,1.26,0.93,2.19,1.19,2.12,Sporting KC,2,34,34,3060,34.0,66,1.94,148,83,56.8,8,7,19,3,8.8,5,2,3,0,60.0,Sporting KC,2,34.0,66,2,1,8,4,58.1,0.38,-3.9,-0.11,120,442,27.1,773,137,39.6,35.2,244,55.7,45.3,347,14,4.0,26,0.76,13.2,Sporting KC,25,34.0,51,464,145,31.3,13.65,4.26,0.11,0.35,18.4,17,0,3,42.9,40.5,0.09,8.1,10.5,Sporting KC,25,34.0,14104,17398,81.1,258560,88644,5937,6672,89.0,6280,7125,88.1,1567,2728,57.4,39,31.5,30.5,7.5,343,1199,228,60,1363,Sporting KC,25,34.0,17398,15698,1640,474,27,149,593,636,186,128,30,0,14104,60,336,Sporting KC,25,34.0,807,23.74,576,73,45,48,45,20,86,2.53,60,7,9,7,1,2,Sporting KC,25,34.0,574,332,250,229,95,261,518,50.4,257,366,79,287,296,870,536,13,Sporting KC,25,50.6,34.0,20863,1811,6220,9314,5512,700,20860,576,250,43.4,274,47.6,12020,60030,28465,583,459,178,503,277,13973,1347,Sporting KC,25,28.6,34,3060,90,100,34.0,374,81,246,126,26,165,0.91,51,66,-15,-0.44,42.9,52.8,-9.9,-0.29,Sporting KC,25,34.0,65,3,1,422,399,60,593,296,332,3,5,4,1563,364,398,47.8
26,St. Louis,35,26.3,46.9,34,374,3060,34.0,47,33,80,42,5,7,91,1,47.0,41.6,32.9,74.5,530,1333,1.38,0.97,2.35,1.24,2.21,1.38,0.97,2.35,1.22,2.19,St. Louis,2,34,34,3060,34.0,63,1.85,167,107,65.3,8,13,13,7,20.6,6,5,1,0,16.7,St. Louis,2,34.0,63,5,1,2,4,63.7,0.36,4.7,0.14,201,508,39.6,987,134,41.4,36.9,228,43.4,39.5,442,15,3.4,45,1.32,15.6,St. Louis,35,34.0,47,501,151,30.1,14.74,4.44,0.08,0.28,18.6,21,5,7,47.0,41.6,0.08,0.0,0.4,St. Louis,35,34.0,11395,14968,76.1,205043,86163,5056,5873,86.1,4909,5897,83.2,1180,2365,49.9,33,32.9,35.5,0.1,351,1014,323,68,1333,St. Louis,35,34.0,14968,13274,1643,431,42,63,655,709,179,75,77,2,11395,51,337,St. Louis,35,34.0,828,24.35,583,78,54,56,40,17,78,2.29,49,10,6,7,5,1,St. Louis,35,34.0,598,376,247,249,102,312,603,51.7,291,453,120,333,327,925,673,15,St. Louis,35,46.9,34.0,18951,1888,6056,7970,5125,803,18944,534,256,47.9,244,45.7,9874,49973,24171,530,362,159,562,321,11288,1329,St. Louis,35,26.3,34,3060,90,100,34.0,374,81,218,155,21,143,1.09,50,63,-13,-0.38,47.0,57.4,-10.5,-0.31,St. Louis,35,34.0,91,1,1,492,374,51,655,327,376,4,6,4,1560,509,419,54.8
