,Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
10,Leganés,26,27.8,42.6,38,418,3420,38.0,38,27,65,33,5,7,82,6,36.0,30.6,23.3,53.8,417,1030,1.0,0.71,1.71,0.87,1.58,0.95,0.61,1.56,0.8,1.42,Leganés,2,38,38,3420,38.0,56,1.47,175,122,72.0,9,13,16,11,28.9,8,7,0,1,0.0,Leganés,2,38.0,56,7,1,10,3,59.1,0.31,6.1,0.16,237,885,26.8,868,132,64.4,47.2,363,89.8,64.7,709,56,7.9,53,1.39,14.5,Leganés,26,38.0,38,345,110,31.9,9.08,2.89,0.1,0.3,20.1,19,5,7,36.0,30.6,0.09,2.0,2.4,Leganés,26,38.0,11207,14840,75.5,201808,76373,5038,5734,87.9,4716,5600,84.2,1169,2735,42.7,27,23.3,21.8,3.7,241,796,187,45,1030,Leganés,26,38.0,14840,13035,1721,500,48,91,495,653,113,46,46,0,11207,84,252,Leganés,26,38.0,608,16.0,399,57,50,35,51,16,73,1.92,48,3,9,4,7,2,Leganés,26,38.0,633,384,301,250,82,295,599,49.2,304,436,157,279,332,965,1201,18,Leganés,26,42.6,38.0,19312,2448,7029,8720,3764,482,19305,627,302,48.2,263,41.9,9782,47776,24033,417,364,105,575,314,11128,1023,Leganés,26,27.8,38,3420,90,100,38.0,418,81,247,167,21,250,1.05,39,56,-17,-0.45,36.0,59.4,-23.4,-0.62,Leganés,26,38.0,82,6,0,503,470,84,495,332,384,7,8,3,1500,472,614,43.5
11,Mallorca,28,28.7,46.8,38,418,3420,38.0,34,24,58,30,4,5,81,6,38.8,34.9,26.5,61.3,479,1184,0.89,0.63,1.53,0.79,1.42,1.02,0.7,1.72,0.92,1.61,Mallorca,2,38,38,3420,38.0,44,1.16,165,122,75.2,13,9,16,9,23.7,3,3,0,0,0.0,Mallorca,2,38.0,44,3,0,4,1,47.4,0.28,4.4,0.11,239,614,38.9,925,144,49.0,36.4,355,45.4,38.1,638,23,3.6,27,0.71,12.9,Mallorca,28,38.0,34,382,107,28.0,10.05,2.82,0.08,0.28,16.3,7,4,5,38.8,34.9,0.09,-4.8,-4.9,Mallorca,28,38.0,12613,16224,77.7,232365,90368,5538,6293,88.0,5349,6310,84.8,1466,2803,52.3,24,26.5,28.3,-2.5,282,973,239,112,1184,Mallorca,28,38.0,16224,14337,1809,471,44,93,735,757,145,58,73,3,12613,78,292,Mallorca,28,38.0,684,18.0,471,96,30,48,33,6,60,1.58,45,8,0,2,4,1,Mallorca,28,38.0,584,361,305,211,68,257,500,51.4,243,389,153,236,326,910,1161,17,Mallorca,28,46.8,38.0,20649,2598,7168,9299,4391,635,20644,583,255,43.7,260,44.6,10945,56532,26760,479,409,85,567,377,12481,1169,Mallorca,28,28.7,38,3420,90,100,38.0,418,82,233,179,18,260,1.26,35,44,-9,-0.24,38.8,46.8,-8.1,-0.21,Mallorca,28,38.0,81,6,1,466,432,78,735,326,361,4,3,1,1523,672,609,52.5
12,Osasuna,25,27.4,46.1,38,418,3420,38.0,46,28,74,37,9,9,88,0,44.0,37.8,29.8,67.6,567,1221,1.21,0.74,1.95,0.97,1.71,1.16,0.78,1.94,0.99,1.78,Osasuna,2,38,38,3420,38.0,52,1.37,187,136,75.9,12,16,10,9,23.7,7,7,0,0,0.0,Osasuna,2,38.0,52,7,1,4,1,57.4,0.28,6.4,0.17,296,649,45.6,978,143,44.9,37.6,309,68.0,48.3,538,33,6.1,86,2.26,19.7,Osasuna,25,38.0,46,409,123,30.1,10.76,3.24,0.09,0.3,16.7,9,9,9,44.0,37.8,0.09,2.0,-0.8,Osasuna,25,38.0,12184,16028,76.0,230479,92624,5022,5858,85.7,5403,6487,83.3,1489,2835,52.5,28,29.8,33.4,-1.8,300,963,265,127,1221,Osasuna,25,38.0,16028,14070,1892,487,28,133,819,831,175,64,50,2,12184,66,349,Osasuna,25,38.0,726,19.11,503,93,39,42,43,6,82,2.16,49,5,5,8,14,1,Osasuna,25,38.0,614,365,296,239,79,311,618,50.3,307,388,102,286,266,880,918,16,Osasuna,25,46.1,38.0,20036,2263,6318,8904,5007,737,20027,592,260,43.9,279,47.1,10439,54365,27022,567,424,134,532,293,12053,1204,Osasuna,25,27.4,38,3420,90,100,38.0,418,82,239,183,18,256,1.37,48,52,-4,-0.11,44.0,53.7,-9.6,-0.25,Osasuna,25,38.0,88,0,0,508,379,66,819,266,365,9,7,1,1461,617,515,54.5
13,Rayo Vallecano,26,29.3,51.7,38,418,3420,38.0,38,27,65,38,0,1,96,3,45.4,44.6,36.2,80.9,589,1362,1.0,0.71,1.71,1.0,1.71,1.2,0.95,2.15,1.17,2.13,Rayo Vallecano,2,38,38,3420,38.0,45,1.18,153,107,74.5,13,13,12,10,26.3,8,6,2,0,25.0,Rayo Vallecano,2,38.0,45,6,0,6,1,45.7,0.26,1.7,0.04,203,640,31.7,1032,150,47.2,38.2,319,48.0,40.6,532,37,7.0,39,1.03,14.4,Rayo Vallecano,26,38.0,38,514,162,31.5,13.53,4.26,0.07,0.23,19.3,25,0,1,45.4,44.6,0.09,-7.4,-6.6,Rayo Vallecano,26,38.0,13936,17861,78.0,247359,94801,6459,7310,88.4,5793,6748,85.8,1401,2920,48.0,27,36.2,32.2,-9.2,374,1081,242,85,1362,Rayo Vallecano,26,38.0,17861,15874,1908,436,46,112,769,868,202,107,65,0,13936,79,395,Rayo Vallecano,26,38.0,886,23.32,648,82,45,58,41,12,59,1.55,38,4,7,7,1,2,Rayo Vallecano,26,38.0,626,396,328,218,80,309,664,46.5,355,443,128,315,334,960,973,22,Rayo Vallecano,26,51.7,38.0,22372,2557,7799,9339,5455,711,22371,647,286,44.2,304,47.0,12068,58402,29156,589,431,143,630,327,13833,1346,Rayo Vallecano,26,29.3,38,3420,90,100,38.0,418,80,227,188,22,256,1.37,41,45,-4,-0.11,45.4,49.0,-3.5,-0.09,Rayo Vallecano,26,38.0,96,3,0,522,391,79,769,334,396,1,8,1,1688,485,540,47.3
14,Real Madrid,30,26.6,60.4,38,418,3420,38.0,78,55,133,68,10,14,57,4,75.3,64.5,54.6,119.0,983,1967,2.05,1.45,3.5,1.79,3.24,1.98,1.44,3.42,1.7,3.13,Real Madrid,3,38,38,3420,38.0,38,1.0,126,89,72.2,26,6,6,15,39.5,3,3,0,0,0.0,Real Madrid,3,38.0,38,3,0,7,1,35.9,0.28,-1.1,-0.03,84,258,32.6,960,205,19.9,28.2,279,24.0,29.3,416,19,4.6,27,0.71,10.7,Real Madrid,30,38.0,78,621,229,36.9,16.34,6.03,0.11,0.3,18.1,15,10,14,75.3,64.5,0.11,2.7,3.5,Real Madrid,30,38.0,21356,24221,88.2,356264,110503,10517,11248,93.5,8566,9311,92.0,1723,2595,66.4,55,54.6,52.2,0.4,501,1773,359,34,1967,Real Madrid,30,38.0,24221,22370,1766,549,90,221,578,620,243,113,63,1,21356,85,316,Real Madrid,30,38.0,1160,30.53,860,84,92,70,39,15,137,3.61,98,9,11,10,8,1,Real Madrid,30,38.0,586,359,294,209,83,264,486,54.3,222,353,105,248,331,917,633,19,Real Madrid,30,60.4,38.0,28252,2392,7662,12794,8048,1181,28238,878,412,46.9,384,43.7,17893,93355,50356,983,696,364,528,290,21223,1953,Real Madrid,30,26.6,38,3420,90,100,38.0,418,83,270,144,18,213,2.21,78,38,40,1.05,75.3,42.8,32.5,0.86,Real Madrid,30,38.0,57,4,0,332,518,85,578,331,359,11,3,1,1541,334,267,55.6
15,Real Sociedad,31,25.2,53.8,38,418,3420,38.0,34,22,56,30,4,4,85,4,42.5,39.3,30.9,70.3,645,1341,0.89,0.58,1.47,0.79,1.37,1.12,0.81,1.93,1.03,1.85,Real Sociedad,2,38,38,3420,38.0,46,1.21,142,94,71.1,13,7,18,13,34.2,7,5,2,0,28.6,Real Sociedad,2,38.0,46,5,0,5,0,41.5,0.26,-4.5,-0.12,187,493,37.9,1072,122,31.8,32.6,271,56.1,44.8,467,30,6.4,43,1.13,14.4,Real Sociedad,31,38.0,34,385,122,31.7,10.13,3.21,0.08,0.25,17.5,10,4,4,42.5,39.3,0.1,-8.5,-9.3,Real Sociedad,31,38.0,14880,18759,79.3,261975,89905,6750,7619,88.6,6360,7434,85.6,1421,2687,52.9,22,30.9,30.7,-8.9,284,1087,242,64,1341,Real Sociedad,31,38.0,18759,16761,1916,513,33,146,740,832,216,78,95,0,14880,82,369,Real Sociedad,31,38.0,682,17.95,493,74,38,34,31,12,59,1.55,42,5,5,2,5,0,Real Sociedad,31,38.0,649,401,309,244,96,308,579,53.2,271,428,120,308,283,932,913,21,Real Sociedad,31,53.8,38.0,23027,2275,7208,10770,5243,747,23023,659,295,44.8,307,46.6,12533,67115,34084,645,417,163,603,297,14716,1325,Real Sociedad,31,25.2,38,3420,90,100,38.0,418,79,233,181,25,268,1.21,35,46,-11,-0.29,42.5,43.9,-1.5,-0.04,Real Sociedad,31,38.0,85,4,0,501,417,82,740,283,401,3,7,0,1569,578,606,48.8
16,Sevilla,35,26.1,50.5,38,418,3420,38.0,39,32,71,37,2,3,98,8,42.7,40.3,30.8,71.1,594,1193,1.03,0.84,1.87,0.97,1.82,1.12,0.81,1.93,1.06,1.87,Sevilla,2,38,38,3420,38.0,55,1.45,148,93,66.2,10,11,17,10,26.3,6,5,1,0,16.7,Sevilla,2,38.0,55,5,3,4,1,48.1,0.29,-5.9,-0.15,155,587,26.4,1061,146,43.4,34.3,264,47.7,39.4,513,27,5.3,43,1.13,16.5,Sevilla,35,38.0,39,472,148,31.4,12.42,3.89,0.08,0.25,18.8,14,2,3,42.7,40.3,0.09,-3.7,-3.3,Sevilla,35,38.0,14432,18057,79.9,252909,88471,6743,7466,90.3,6146,7086,86.7,1267,2706,46.8,32,30.8,24.4,1.2,357,1072,210,60,1193,Sevilla,35,38.0,18057,16196,1791,473,40,130,612,778,185,109,33,1,14432,70,314,Sevilla,35,38.0,824,21.68,600,69,60,51,31,13,71,1.87,59,4,3,4,1,0,Sevilla,35,38.0,648,390,321,240,87,312,563,55.4,251,368,88,280,367,1015,931,17,Sevilla,35,50.5,38.0,22465,2404,8057,9800,4813,669,22462,720,339,47.1,320,44.4,11147,58366,29786,594,397,161,624,331,14288,1186,Sevilla,35,26.1,38,3420,90,100,38.0,418,82,240,174,18,266,1.08,42,55,-13,-0.34,42.7,47.4,-4.7,-0.12,Sevilla,35,38.0,98,8,3,494,402,70,612,367,390,1,6,1,1551,531,442,54.6
17,Valencia,32,24.7,48.4,38,418,3420,38.0,43,26,69,38,5,5,86,1,43.2,39.3,30.0,69.3,572,1340,1.13,0.68,1.82,1.0,1.68,1.14,0.79,1.93,1.03,1.82,Valencia,2,38,38,3420,38.0,54,1.42,148,95,67.6,11,13,14,8,21.1,9,6,2,1,25.0,Valencia,2,38.0,54,6,0,4,3,50.5,0.3,-0.5,-0.01,156,521,29.9,925,159,39.4,40.5,286,54.9,43.2,523,36,6.9,54,1.42,25.7,Valencia,32,38.0,43,382,116,30.4,10.05,3.05,0.1,0.33,17.2,6,5,5,43.2,39.3,0.11,-0.2,-1.3,Valencia,32,38.0,13938,17708,78.7,246799,86682,6341,7094,89.4,6081,7066,86.1,1284,2634,48.7,26,30.0,33.4,-4.0,283,1109,254,91,1340,Valencia,32,38.0,17708,15738,1898,566,38,128,763,770,186,69,74,3,13938,72,395,Valencia,32,38.0,676,17.79,503,65,27,34,31,16,71,1.87,49,4,3,8,5,2,Valencia,32,38.0,647,415,340,228,79,321,573,56.0,252,366,96,270,302,949,953,19,Valencia,32,48.4,38.0,21876,2290,7206,9840,5033,653,21871,625,236,37.8,321,51.4,11347,59375,30877,572,414,122,535,340,13802,1328,Valencia,32,24.7,38,3420,90,100,38.0,418,82,238,179,19,264,1.21,44,54,-10,-0.26,43.2,51.9,-8.6,-0.23,Valencia,32,38.0,86,1,0,442,446,72,763,302,415,4,9,3,1550,449,540,45.4
18,Valladolid,38,25.6,42.8,38,418,3420,38.0,26,15,41,21,5,5,91,5,34.6,30.7,25.7,56.4,476,991,0.68,0.39,1.08,0.55,0.95,0.91,0.68,1.59,0.81,1.48,Valladolid,3,38,38,3420,38.0,90,2.37,204,115,59.3,4,4,30,5,13.2,7,7,0,0,0.0,Valladolid,3,38.0,90,7,2,5,1,74.5,0.35,-14.5,-0.38,202,550,36.7,1042,167,35.6,33.8,360,49.7,41.0,580,39,6.7,38,1.0,10.4,Valladolid,38,38.0,26,331,97,29.3,8.71,2.55,0.06,0.22,18.0,11,5,5,34.6,30.7,0.09,-8.6,-9.7,Valladolid,38,38.0,12052,15387,78.3,228419,83632,4795,5456,87.9,5607,6494,86.3,1410,2699,52.2,15,25.7,24.3,-10.7,256,752,176,93,991,Valladolid,38,38.0,15387,13486,1834,544,37,126,671,647,156,81,38,2,12052,67,265,Valladolid,38,38.0,601,15.82,425,63,48,21,36,8,42,1.11,30,0,6,1,5,0,Valladolid,38,38.0,596,357,342,204,50,276,566,48.8,290,450,160,290,311,907,944,29,Valladolid,38,42.8,38.0,19507,2681,8158,8153,3393,523,19502,624,289,46.3,266,42.6,9680,54312,27524,476,316,120,513,268,11933,976,Valladolid,38,25.6,38,3420,90,100,38.0,418,79,238,177,25,264,0.42,26,90,-64,-1.68,34.6,67.6,-33.0,-0.87,Valladolid,38,38.0,91,5,2,459,486,67,671,311,357,3,7,1,1355,544,524,50.9
19,Villarreal,31,26.7,47.6,38,418,3420,38.0,69,51,120,64,5,7,96,4,64.8,59.1,49.7,108.8,693,1522,1.82,1.34,3.16,1.68,3.03,1.71,1.31,3.01,1.56,2.86,Villarreal,2,38,38,3420,38.0,51,1.34,160,110,72.5,20,10,8,7,18.4,8,7,0,1,0.0,Villarreal,2,38.0,51,7,2,6,1,44.4,0.25,-5.6,-0.15,122,339,36.0,834,207,29.4,28.2,296,31.8,30.8,579,34,5.9,36,0.95,11.9,Villarreal,31,38.0,69,530,171,32.3,13.95,4.5,0.12,0.37,16.0,9,5,7,64.8,59.1,0.12,4.2,4.9,Villarreal,31,38.0,14532,17825,81.5,262800,96388,6234,6978,89.3,6564,7485,87.7,1463,2559,57.2,51,49.7,48.0,1.3,427,1146,371,102,1522,Villarreal,31,38.0,17825,16035,1713,513,78,124,674,633,183,77,60,2,14532,77,318,Villarreal,31,38.0,962,25.32,729,82,41,59,35,16,124,3.26,101,4,4,8,6,1,Villarreal,31,38.0,649,396,333,236,80,336,628,53.5,292,426,131,295,281,930,922,21,Villarreal,31,47.6,38.0,22112,2612,7831,9120,5352,983,22105,627,279,44.5,278,44.3,12034,63384,34540,693,503,202,560,289,14383,1510,Villarreal,31,26.7,38,3420,90,100,38.0,418,81,239,177,21,179,1.84,71,51,20,0.53,64.8,44.4,20.4,0.54,Villarreal,31,38.0,96,4,1,442,463,77,674,281,396,6,8,1,1547,492,399,55.2
