,Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
196,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,3,0.35,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,15,12,11,4,0,9,11,81.8,2,17,10,7,22,37,62,1,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1058,98,440,529,99,16,1058,4,2,50.0,0,0.0,630,3450,1812,21,17,1,6,1,778,11,fr FRA,DF,Rennes,Ligue 1,24,1999,14,"1,234",88,40.3,13.7,14,88,12,0,0,0,1.71,23,19,+4,+0.29,+0.44,23.5,20.6,+3.0,+0.22,+0.23,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,3,0,0,7,3,0,5,9,6,0,0,0,38,17,7,70.8
197,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,3,0.35,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,15,12,11,4,0,9,11,81.8,2,17,10,7,22,37,62,1,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1058,98,440,529,99,16,1058,4,2,50.0,0,0.0,630,3450,1812,21,17,1,6,1,778,11,fr FRA,DF,Rennes,Ligue 1,24,1999,14,"1,234",88,40.3,13.7,14,88,12,0,0,0,1.71,23,19,+4,+0.29,+0.44,23.5,20.6,+3.0,+0.22,+0.23,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1,0,0,9,12,0,9,22,12,0,1,0,59,30,8,78.9
198,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,8,6,8,0,0,5,6,83.3,1,8,3,5,9,17,28,2,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,732,59,303,382,48,11,732,9,1,11.1,6,66.7,447,2283,1109,11,8,0,9,4,532,8,fr FRA,DF,Marseille,Ligue 1,24,1999,12,779,65,25.5,8.7,9,83,6,3,11,5,1.50,12,15,-3,-0.35,-1.53,11.3,14.9,-3.7,-0.42,-1.30,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,3,0,0,7,3,0,5,9,6,0,0,0,38,17,7,70.8
199,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,8,6,8,0,0,5,6,83.3,1,8,3,5,9,17,28,2,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,732,59,303,382,48,11,732,9,1,11.1,6,66.7,447,2283,1109,11,8,0,9,4,532,8,fr FRA,DF,Marseille,Ligue 1,24,1999,12,779,65,25.5,8.7,9,83,6,3,11,5,1.50,12,15,-3,-0.35,-1.53,11.3,14.9,-3.7,-0.42,-1.30,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1,0,0,9,12,0,9,22,12,0,1,0,59,30,8,78.9
200,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,8,6,8,0,0,5,6,83.3,1,8,3,5,9,17,28,2,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,732,59,303,382,48,11,732,9,1,11.1,6,66.7,447,2283,1109,11,8,0,9,4,532,8,fr FRA,DF,Rennes,Ligue 1,24,1999,14,"1,234",88,40.3,13.7,14,88,12,0,0,0,1.71,23,19,+4,+0.29,+0.44,23.5,20.6,+3.0,+0.22,+0.23,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,3,0,0,7,3,0,5,9,6,0,0,0,38,17,7,70.8
201,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,8,6,8,0,0,5,6,83.3,1,8,3,5,9,17,28,2,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,732,59,303,382,48,11,732,9,1,11.1,6,66.7,447,2283,1109,11,8,0,9,4,532,8,fr FRA,DF,Rennes,Ligue 1,24,1999,14,"1,234",88,40.3,13.7,14,88,12,0,0,0,1.71,23,19,+4,+0.29,+0.44,23.5,20.6,+3.0,+0.22,+0.23,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1,0,0,9,12,0,9,22,12,0,1,0,59,30,8,78.9
202,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,8,6,8,0,0,5,6,83.3,1,8,3,5,9,17,28,2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1058,98,440,529,99,16,1058,4,2,50.0,0,0.0,630,3450,1812,21,17,1,6,1,778,11,fr FRA,DF,Marseille,Ligue 1,24,1999,12,779,65,25.5,8.7,9,83,6,3,11,5,1.50,12,15,-3,-0.35,-1.53,11.3,14.9,-3.7,-0.42,-1.30,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,3,0,0,7,3,0,5,9,6,0,0,0,38,17,7,70.8
203,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,8,6,8,0,0,5,6,83.3,1,8,3,5,9,17,28,2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1058,98,440,529,99,16,1058,4,2,50.0,0,0.0,630,3450,1812,21,17,1,6,1,778,11,fr FRA,DF,Marseille,Ligue 1,24,1999,12,779,65,25.5,8.7,9,83,6,3,11,5,1.50,12,15,-3,-0.35,-1.53,11.3,14.9,-3.7,-0.42,-1.30,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1,0,0,9,12,0,9,22,12,0,1,0,59,30,8,78.9
204,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,8,6,8,0,0,5,6,83.3,1,8,3,5,9,17,28,2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1058,98,440,529,99,16,1058,4,2,50.0,0,0.0,630,3450,1812,21,17,1,6,1,778,11,fr FRA,DF,Rennes,Ligue 1,24,1999,14,"1,234",88,40.3,13.7,14,88,12,0,0,0,1.71,23,19,+4,+0.29,+0.44,23.5,20.6,+3.0,+0.22,+0.23,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,3,0,0,7,3,0,5,9,6,0,0,0,38,17,7,70.8
205,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,8,6,8,0,0,5,6,83.3,1,8,3,5,9,17,28,2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1058,98,440,529,99,16,1058,4,2,50.0,0,0.0,630,3450,1812,21,17,1,6,1,778,11,fr FRA,DF,Rennes,Ligue 1,24,1999,14,"1,234",88,40.3,13.7,14,88,12,0,0,0,1.71,23,19,+4,+0.29,+0.44,23.5,20.6,+3.0,+0.22,+0.23,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1,0,0,9,12,0,9,22,12,0,1,0,59,30,8,78.9
206,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,15,12,11,4,0,9,11,81.8,2,17,10,7,22,37,62,1,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,732,59,303,382,48,11,732,9,1,11.1,6,66.7,447,2283,1109,11,8,0,9,4,532,8,fr FRA,DF,Marseille,Ligue 1,24,1999,12,779,65,25.5,8.7,9,83,6,3,11,5,1.50,12,15,-3,-0.35,-1.53,11.3,14.9,-3.7,-0.42,-1.30,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,3,0,0,7,3,0,5,9,6,0,0,0,38,17,7,70.8
207,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,15,12,11,4,0,9,11,81.8,2,17,10,7,22,37,62,1,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,732,59,303,382,48,11,732,9,1,11.1,6,66.7,447,2283,1109,11,8,0,9,4,532,8,fr FRA,DF,Marseille,Ligue 1,24,1999,12,779,65,25.5,8.7,9,83,6,3,11,5,1.50,12,15,-3,-0.35,-1.53,11.3,14.9,-3.7,-0.42,-1.30,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1,0,0,9,12,0,9,22,12,0,1,0,59,30,8,78.9
208,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,15,12,11,4,0,9,11,81.8,2,17,10,7,22,37,62,1,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,732,59,303,382,48,11,732,9,1,11.1,6,66.7,447,2283,1109,11,8,0,9,4,532,8,fr FRA,DF,Rennes,Ligue 1,24,1999,14,"1,234",88,40.3,13.7,14,88,12,0,0,0,1.71,23,19,+4,+0.29,+0.44,23.5,20.6,+3.0,+0.22,+0.23,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,3,0,0,7,3,0,5,9,6,0,0,0,38,17,7,70.8
209,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,15,12,11,4,0,9,11,81.8,2,17,10,7,22,37,62,1,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,732,59,303,382,48,11,732,9,1,11.1,6,66.7,447,2283,1109,11,8,0,9,4,532,8,fr FRA,DF,Rennes,Ligue 1,24,1999,14,"1,234",88,40.3,13.7,14,88,12,0,0,0,1.71,23,19,+4,+0.29,+0.44,23.5,20.6,+3.0,+0.22,+0.23,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1,0,0,9,12,0,9,22,12,0,1,0,59,30,8,78.9
210,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,15,12,11,4,0,9,11,81.8,2,17,10,7,22,37,62,1,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1058,98,440,529,99,16,1058,4,2,50.0,0,0.0,630,3450,1812,21,17,1,6,1,778,11,fr FRA,DF,Marseille,Ligue 1,24,1999,12,779,65,25.5,8.7,9,83,6,3,11,5,1.50,12,15,-3,-0.35,-1.53,11.3,14.9,-3.7,-0.42,-1.30,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,3,0,0,7,3,0,5,9,6,0,0,0,38,17,7,70.8
211,Lilian Brassier,fr FRA,DF,Marseille,Ligue 1,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,fr FRA,DF,Marseille,Ligue 1,24,1999,8.7,0,5,1,20.0,0.58,0.12,0.00,0.00,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,787,919,85.6,14802,5588,272,295,92.2,433,473,91.5,71,126,56.3,1,0.3,0.4,+0.7,6,85,6,1,75,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.60,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,15,12,11,4,0,9,11,81.8,2,17,10,7,22,37,62,1,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1058,98,440,529,99,16,1058,4,2,50.0,0,0.0,630,3450,1812,21,17,1,6,1,778,11,fr FRA,DF,Marseille,Ligue 1,24,1999,12,779,65,25.5,8.7,9,83,6,3,11,5,1.50,12,15,-3,-0.35,-1.53,11.3,14.9,-3.7,-0.42,-1.30,fr FRA,DF,Rennes,Ligue 1,24,1999,13.7,1,0,0,9,12,0,9,22,12,0,1,0,59,30,8,78.9
