,Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
1490,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,631,550,81,7,0,2,33,74,0,0,0,0,499,0,6,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,4,1.08,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,5,3,2,3,0,2,3,66.7,1,4,2,2,3,8,24,0,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,254,21,82,123,49,1,254,0,0,0,0,0,95,465,270,7,3,0,3,2,142,7,jm JAM,DF,Vancouver W'caps,MLS,24,1999,16,968,61,31.6,10.8,11,79,5,5,19,5,1.56,13,12,+1,+0.09,+0.01,11.9,12.8,-0.9,-0.09,-0.34,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,1,0,0,7,14,0,33,10,9,0,1,0,42,22,14,61.1
1491,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,631,550,81,7,0,2,33,74,0,0,0,0,499,0,6,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,4,1.08,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,5,3,2,3,0,2,3,66.7,1,4,2,2,3,8,24,0,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,254,21,82,123,49,1,254,0,0,0,0,0,95,465,270,7,3,0,3,2,142,7,jm JAM,DF,Vancouver W'caps,MLS,24,1999,16,968,61,31.6,10.8,11,79,5,5,19,5,1.56,13,12,+1,+0.09,+0.01,11.9,12.8,-0.9,-0.09,-0.34,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,1,0,0,5,1,0,8,3,3,0,0,0,11,8,2,80.0
1492,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,631,550,81,7,0,2,33,74,0,0,0,0,499,0,6,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,4,1.08,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,5,3,2,3,0,2,3,66.7,1,4,2,2,3,8,24,0,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,254,21,82,123,49,1,254,0,0,0,0,0,95,465,270,7,3,0,3,2,142,7,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,333,56,10.9,3.7,4,72,2,2,24,3,1.50,6,6,0,0.00,-0.56,5.5,3.2,+2.3,+0.63,+0.31,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,1,0,0,7,14,0,33,10,9,0,1,0,42,22,14,61.1
1493,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,631,550,81,7,0,2,33,74,0,0,0,0,499,0,6,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,4,1.08,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,5,3,2,3,0,2,3,66.7,1,4,2,2,3,8,24,0,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,254,21,82,123,49,1,254,0,0,0,0,0,95,465,270,7,3,0,3,2,142,7,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,333,56,10.9,3.7,4,72,2,2,24,3,1.50,6,6,0,0.00,-0.56,5.5,3.2,+2.3,+0.63,+0.31,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,1,0,0,5,1,0,8,3,3,0,0,0,11,8,2,80.0
1494,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,210,175,34,7,0,1,8,27,0,0,0,0,161,1,2,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,16,1.49,11,2,0,2,1,0,1,0.09,1,0,0,0,0,0,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,14,9,8,6,0,10,12,83.3,2,14,8,6,10,24,37,1,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,726,49,295,292,143,12,726,7,3,42.9,2,28.6,383,1474,769,5,6,1,4,2,461,35,jm JAM,DF,Vancouver W'caps,MLS,24,1999,16,968,61,31.6,10.8,11,79,5,5,19,5,1.56,13,12,+1,+0.09,+0.01,11.9,12.8,-0.9,-0.09,-0.34,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,1,0,0,7,14,0,33,10,9,0,1,0,42,22,14,61.1
1495,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,210,175,34,7,0,1,8,27,0,0,0,0,161,1,2,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,16,1.49,11,2,0,2,1,0,1,0.09,1,0,0,0,0,0,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,14,9,8,6,0,10,12,83.3,2,14,8,6,10,24,37,1,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,726,49,295,292,143,12,726,7,3,42.9,2,28.6,383,1474,769,5,6,1,4,2,461,35,jm JAM,DF,Vancouver W'caps,MLS,24,1999,16,968,61,31.6,10.8,11,79,5,5,19,5,1.56,13,12,+1,+0.09,+0.01,11.9,12.8,-0.9,-0.09,-0.34,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,1,0,0,5,1,0,8,3,3,0,0,0,11,8,2,80.0
1496,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,210,175,34,7,0,1,8,27,0,0,0,0,161,1,2,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,16,1.49,11,2,0,2,1,0,1,0.09,1,0,0,0,0,0,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,14,9,8,6,0,10,12,83.3,2,14,8,6,10,24,37,1,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,726,49,295,292,143,12,726,7,3,42.9,2,28.6,383,1474,769,5,6,1,4,2,461,35,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,333,56,10.9,3.7,4,72,2,2,24,3,1.50,6,6,0,0.00,-0.56,5.5,3.2,+2.3,+0.63,+0.31,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,1,0,0,7,14,0,33,10,9,0,1,0,42,22,14,61.1
1497,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,210,175,34,7,0,1,8,27,0,0,0,0,161,1,2,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,16,1.49,11,2,0,2,1,0,1,0.09,1,0,0,0,0,0,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,14,9,8,6,0,10,12,83.3,2,14,8,6,10,24,37,1,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,726,49,295,292,143,12,726,7,3,42.9,2,28.6,383,1474,769,5,6,1,4,2,461,35,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,333,56,10.9,3.7,4,72,2,2,24,3,1.50,6,6,0,0.00,-0.56,5.5,3.2,+2.3,+0.63,+0.31,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,1,0,0,5,1,0,8,3,3,0,0,0,11,8,2,80.0
1498,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,210,175,34,7,0,1,8,27,0,0,0,0,161,1,2,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,16,1.49,11,2,0,2,1,0,1,0.09,1,0,0,0,0,0,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,14,9,8,6,0,10,12,83.3,2,14,8,6,10,24,37,1,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,254,21,82,123,49,1,254,0,0,0,0,0,95,465,270,7,3,0,3,2,142,7,jm JAM,DF,Vancouver W'caps,MLS,24,1999,16,968,61,31.6,10.8,11,79,5,5,19,5,1.56,13,12,+1,+0.09,+0.01,11.9,12.8,-0.9,-0.09,-0.34,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,1,0,0,7,14,0,33,10,9,0,1,0,42,22,14,61.1
1499,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,210,175,34,7,0,1,8,27,0,0,0,0,161,1,2,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,16,1.49,11,2,0,2,1,0,1,0.09,1,0,0,0,0,0,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,14,9,8,6,0,10,12,83.3,2,14,8,6,10,24,37,1,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,254,21,82,123,49,1,254,0,0,0,0,0,95,465,270,7,3,0,3,2,142,7,jm JAM,DF,Vancouver W'caps,MLS,24,1999,16,968,61,31.6,10.8,11,79,5,5,19,5,1.56,13,12,+1,+0.09,+0.01,11.9,12.8,-0.9,-0.09,-0.34,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,1,0,0,5,1,0,8,3,3,0,0,0,11,8,2,80.0
1500,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,210,175,34,7,0,1,8,27,0,0,0,0,161,1,2,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,16,1.49,11,2,0,2,1,0,1,0.09,1,0,0,0,0,0,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,14,9,8,6,0,10,12,83.3,2,14,8,6,10,24,37,1,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,254,21,82,123,49,1,254,0,0,0,0,0,95,465,270,7,3,0,3,2,142,7,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,333,56,10.9,3.7,4,72,2,2,24,3,1.50,6,6,0,0.00,-0.56,5.5,3.2,+2.3,+0.63,+0.31,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,1,0,0,7,14,0,33,10,9,0,1,0,42,22,14,61.1
1501,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,210,175,34,7,0,1,8,27,0,0,0,0,161,1,2,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,16,1.49,11,2,0,2,1,0,1,0.09,1,0,0,0,0,0,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,14,9,8,6,0,10,12,83.3,2,14,8,6,10,24,37,1,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,254,21,82,123,49,1,254,0,0,0,0,0,95,465,270,7,3,0,3,2,142,7,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,333,56,10.9,3.7,4,72,2,2,24,3,1.50,6,6,0,0.00,-0.56,5.5,3.2,+2.3,+0.63,+0.31,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,1,0,0,5,1,0,8,3,3,0,0,0,11,8,2,80.0
1502,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,210,175,34,7,0,1,8,27,0,0,0,0,161,1,2,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,16,1.49,11,2,0,2,1,0,1,0.09,1,0,0,0,0,0,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,5,3,2,3,0,2,3,66.7,1,4,2,2,3,8,24,0,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,726,49,295,292,143,12,726,7,3,42.9,2,28.6,383,1474,769,5,6,1,4,2,461,35,jm JAM,DF,Vancouver W'caps,MLS,24,1999,16,968,61,31.6,10.8,11,79,5,5,19,5,1.56,13,12,+1,+0.09,+0.01,11.9,12.8,-0.9,-0.09,-0.34,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,1,0,0,7,14,0,33,10,9,0,1,0,42,22,14,61.1
1503,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,210,175,34,7,0,1,8,27,0,0,0,0,161,1,2,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,16,1.49,11,2,0,2,1,0,1,0.09,1,0,0,0,0,0,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,5,3,2,3,0,2,3,66.7,1,4,2,2,3,8,24,0,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,726,49,295,292,143,12,726,7,3,42.9,2,28.6,383,1474,769,5,6,1,4,2,461,35,jm JAM,DF,Vancouver W'caps,MLS,24,1999,16,968,61,31.6,10.8,11,79,5,5,19,5,1.56,13,12,+1,+0.09,+0.01,11.9,12.8,-0.9,-0.09,-0.34,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,1,0,0,5,1,0,8,3,3,0,0,0,11,8,2,80.0
1504,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,210,175,34,7,0,1,8,27,0,0,0,0,161,1,2,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,16,1.49,11,2,0,2,1,0,1,0.09,1,0,0,0,0,0,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,5,3,2,3,0,2,3,66.7,1,4,2,2,3,8,24,0,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,726,49,295,292,143,12,726,7,3,42.9,2,28.6,383,1474,769,5,6,1,4,2,461,35,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,333,56,10.9,3.7,4,72,2,2,24,3,1.50,6,6,0,0.00,-0.56,5.5,3.2,+2.3,+0.63,+0.31,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,1,0,0,7,14,0,33,10,9,0,1,0,42,22,14,61.1
1505,Javain Brown,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,4,333,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,7,17,7,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,0,9,4,44.4,0.84,0.37,0.00,0.00,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,161,210,76.7,3121,999,60,67,89.6,79,91,86.8,20,46,43.5,0,0.5,0.4,-0.5,3,17,4,1,17,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,210,175,34,7,0,1,8,27,0,0,0,0,161,1,2,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,16,1.49,11,2,0,2,1,0,1,0.09,1,0,0,0,0,0,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,5,3,2,3,0,2,3,66.7,1,4,2,2,3,8,24,0,jm JAM,DF,Vancouver W'caps,MLS,24,1999,10.8,726,49,295,292,143,12,726,7,3,42.9,2,28.6,383,1474,769,5,6,1,4,2,461,35,jm JAM,DF,Real Salt Lake,MLS,24,1999,6,333,56,10.9,3.7,4,72,2,2,24,3,1.50,6,6,0,0.00,-0.56,5.5,3.2,+2.3,+0.63,+0.31,jm JAM,DF,Real Salt Lake,MLS,24,1999,3.7,1,0,0,5,1,0,8,3,3,0,0,0,11,8,2,80.0
