Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls.1,stats_Ast.1,stats_G+A.1,stats_G-PK.1,stats_G+A-PK,stats_xG.1,stats_xAG.1,stats_xG+xAG,stats_npxG.1,stats_npxG+xAG.1,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp.1,passing_Att.1,passing_Cmp%.1,passing_Cmp.2,passing_Att.2,passing_Cmp%.2,passing_Cmp.3,passing_Att.3,passing_Cmp%.3,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive.1,gca_PassDead.1,gca_TO.1,gca_Sh.1,gca_Fld.1,gca_Def.1,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl.1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off.1,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%,first_name,last_name,full_name,market_value_in_eur,highest_market_value_in_eur
Lionel Messi,ar ARG,"FW,MF",Inter Miami,MLS,36,1987,19,15,"1,489",16.5,20,11,31,19,1,1,2,0,11.8,11.0,4.0,15.1,70,166,120,1.21,0.66,1.87,1.15,1.81,0.71,0.24,0.96,0.67,0.91,ar ARG,"FW,MF",Inter Miami,MLS,36,1987,16.5,20,83,39,47.0,5.02,2.36,0.23,0.49,19.0,15,1,1,11.8,11.0,0.13,8.2,8.0,ar ARG,"FW,MF",Inter Miami,MLS,36,1987,16.5,674,874,77.1,11127,4115,364,410,88.8,222,274,81.0,68,122,55.7,11,4.0,5.5,7.0,30,97,66,1,166,ar ARG,"FW,MF",Inter Miami,MLS,36,1987,16.5,874,789,69,26,18,6,29,3,39,13,5,2,674,16,28,ar ARG,"FW,MF",Inter Miami,MLS,36,1987,16.5,104,6.29,63,8,17,6,9,1,26,1.57,20,1,4,1,0,0,ar ARG,"FW,MF",Inter Miami,MLS,36,1987,16.5,15,6,0,6,9,5,9,55.6,4,4,0,4,2,17,0,0,ar ARG,"FW,MF",Inter Miami,MLS,36,1987,16.5,1090,0,42,546,519,92,1089,100,54,54.0,43,43.0,755,4560,2444,70,61,27,29,35,900,120,ar ARG,"FW,MF",Inter Miami,MLS,36,1987,19,"1,489",78,48.7,16.5,15,90,15,4,35,0,2.05,47,22,25,1.51,1.22,29.3,27.0,2.3,0.14,0.23,ar ARG,"FW,MF",Inter Miami,MLS,36,1987,16.5,2,0,0,8,26,8,29,2,6,0,0,0,46,2,4,33.3,Lionel,Messi,Lionel Messi,35000000.0,180000000.0
Guglielmo Vicario,it ITA,GK,Tottenham,Premier League,28,1996,18,18,"1,620",18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,GK,Tottenham,Premier League,28-181,1996,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,it ITA,GK,Tottenham,Premier League,28-181,1996,18.0,588,657,89.5,11262,6597,189,190,99.5,334,344,97.1,58,115,50.4,0,0.0,0.0,0.0,0,1,0,0,1,it ITA,GK,Tottenham,Premier League,28-181,1996,18.0,657,582,75,22,0,0,0,0,0,0,0,0,588,0,1,it ITA,GK,Tottenham,Premier League,28-181,1996,18.0,3,0.17,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,it ITA,GK,Tottenham,Premier League,28-181,1996,18.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,12,2,it ITA,GK,Tottenham,Premier League,28-181,1996,18.0,700,465,686,14,0,0,700,1,1,100.0,0,0.0,502,2359,1346,0,0,0,0,0,454,0,it ITA,GK,Tottenham,Premier League,28-181,1996,18,"1,620",90,60.0,18.0,18,90,18,0,0,0,1.44,34,20,14,0.78,1.03,32.3,24.0,8.3,0.46,1.26,it ITA,GK,Tottenham,Premier League,28-181,1996,18.0,1,0,0,0,1,0,0,1,0,0,0,0,24,7,0,100.0,Guglielmo,Vicario,Guglielmo Vicario,35000000.0,35000000.0
Mikel Merino,es ESP,"MF,FW",Arsenal,Premier League,28,1996,23,14,"1,329",14.8,6,1,7,6,0,0,2,0,3.9,3.9,1.4,5.3,8,60,81,0.41,0.07,0.47,0.41,0.47,0.26,0.09,0.36,0.26,0.36,es ESP,"MF,FW",Arsenal,Premier League,28-288,1996,14.8,6,29,12,41.4,1.96,0.81,0.21,0.5,10.8,0,0,0,3.9,3.9,0.13,2.1,2.1,es ESP,"MF,FW",Arsenal,Premier League,28-288,1996,14.8,390,499,78.2,5347,1557,250,287,87.1,110,142,77.5,15,27,55.6,1,1.4,1.1,-0.4,14,32,23,3,60,es ESP,"MF,FW",Arsenal,Premier League,28-288,1996,14.8,499,491,3,3,4,1,11,0,0,0,0,0,390,5,11,es ESP,"MF,FW",Arsenal,Premier League,28-288,1996,14.8,38,2.57,33,0,0,4,1,0,3,0.2,3,0,0,0,0,0,es ESP,"MF,FW",Arsenal,Premier League,28-288,1996,14.8,32,18,5,20,7,12,26,46.2,14,17,5,12,13,45,23,1,es ESP,"MF,FW",Arsenal,Premier League,28-288,1996,14.8,664,34,120,286,267,68,664,15,7,46.7,6,40.0,326,1222,577,8,13,4,21,20,433,81,es ESP,"MF,FW",Arsenal,Premier League,28-288,1996,23,"1,329",58,47.6,14.8,14,85,10,9,16,0,1.83,22,13,9,0.61,-0.68,22.0,12.5,9.5,0.64,-0.12,es ESP,"MF,FW",Arsenal,Premier League,28-288,1996,14.8,2,0,0,33,18,7,11,13,18,0,0,0,73,51,49,51.0,Mikel,Merino,Mikel Merino,35000000.0,50000000.0
Matheus Nunes,pt POR,"DF,MF",Manchester City,Premier League,26,1998,20,13,"1,134",12.6,0,4,4,0,0,0,3,0,0.5,0.5,3.3,3.9,46,52,134,0.0,0.32,0.32,0.0,0.32,0.04,0.27,0.31,0.04,0.31,pt POR,"DF,MF",Manchester City,Premier League,26-222,1998,12.6,0,5,1,20.0,0.4,0.08,0.0,0.0,18.4,0,0,0,0.5,0.5,0.11,-0.5,-0.5,pt POR,"DF,MF",Manchester City,Premier League,26-222,1998,12.6,706,823,85.8,10996,1992,394,432,91.2,266,306,86.9,38,54,70.4,4,3.3,2.4,0.7,19,31,22,6,52,pt POR,"DF,MF",Manchester City,Premier League,26-222,1998,12.6,823,736,86,8,2,4,34,70,7,5,0,0,706,1,20,pt POR,"DF,MF",Manchester City,Premier League,26-222,1998,12.6,31,2.46,24,1,2,2,2,0,5,0.4,3,0,1,1,0,0,pt POR,"DF,MF",Manchester City,Premier League,26-222,1998,12.6,26,17,11,9,6,12,26,46.2,14,12,3,9,11,37,23,0,pt POR,"DF,MF",Manchester City,Premier League,26-222,1998,12.6,943,27,167,339,441,50,943,29,13,44.8,12,41.4,595,3204,1650,46,19,21,22,8,686,134,pt POR,"DF,MF",Manchester City,Premier League,26-222,1998,20,"1,134",57,42.0,12.6,13,85,10,7,5,7,1.9,23,17,6,0.48,-0.16,22.9,18.0,4.8,0.38,-0.15,pt POR,"DF,MF",Manchester City,Premier League,26-222,1998,12.6,3,0,0,26,13,5,34,11,17,0,1,0,48,12,11,52.2,Matheus,Nunes,Matheus Nunes,35000000.0,55000000.0
Milos Kerkez,hu HUN,DF,Bournemouth,Premier League,21,2003,31,31,"2,717",30.2,2,5,7,2,0,0,4,0,0.5,0.5,3.2,3.7,84,129,151,0.07,0.17,0.23,0.07,0.23,0.02,0.11,0.12,0.02,0.12,hu HUN,DF,Bournemouth,Premier League,21-150,2003,30.2,2,17,5,29.4,0.56,0.17,0.12,0.4,20.4,0,0,0,0.5,0.5,0.03,1.5,1.5,hu HUN,DF,Bournemouth,Premier League,21-150,2003,30.2,1060,1398,75.8,16753,5589,571,638,89.5,399,503,79.3,65,177,36.7,5,3.2,2.0,1.8,27,75,32,20,129,hu HUN,DF,Bournemouth,Premier League,21-150,2003,30.2,1398,1154,239,15,2,2,102,224,0,0,0,0,1060,5,39,hu HUN,DF,Bournemouth,Premier League,21-150,2003,30.2,67,2.22,54,3,1,2,4,3,9,0.3,7,0,1,0,0,1,hu HUN,DF,Bournemouth,Premier League,21-150,2003,30.2,46,25,21,19,6,21,35,60.0,14,32,11,21,38,84,91,2,hu HUN,DF,Bournemouth,Premier League,21-150,2003,30.2,1726,93,443,733,571,55,1726,41,17,41.5,14,34.1,865,5022,2939,84,56,14,41,15,928,151,hu HUN,DF,Bournemouth,Premier League,21-150,2003,31,"2,717",88,97.4,30.2,31,88,27,0,0,0,1.45,46,40,6,0.2,-5.97,53.1,40.2,12.9,0.43,-3.87,hu HUN,DF,Bournemouth,Premier League,21-150,2003,30.2,4,0,0,27,41,1,102,38,25,0,0,0,142,20,42,32.3,Milos,Kerkez,Milos Kerkez,35000000.0,35000000.0
Lucas Paqueta,br BRA,"MF,FW",West Ham,Premier League,27,1997,27,23,"1,987",22.1,4,0,4,2,2,2,7,0,5.1,3.5,2.3,5.8,16,114,77,0.18,0.0,0.18,0.09,0.09,0.23,0.1,0.33,0.16,0.26,br BRA,"MF,FW",West Ham,Premier League,27-222,1997,22.1,4,36,3,8.3,1.63,0.14,0.06,0.67,19.5,4,2,2,5.1,3.5,0.1,-1.1,-1.5,br BRA,"MF,FW",West Ham,Premier League,27-222,1997,22.1,883,1155,76.5,14321,4469,478,571,83.7,292,376,77.7,90,148,60.8,0,2.3,2.5,-2.3,29,104,34,2,114,br BRA,"MF,FW",West Ham,Premier League,27-222,1997,22.1,1155,1079,72,32,13,10,25,8,4,1,3,0,883,4,19,br BRA,"MF,FW",West Ham,Premier League,27-222,1997,22.1,67,3.04,55,2,1,4,5,0,6,0.27,3,0,0,2,1,0,br BRA,"MF,FW",West Ham,Premier League,27-222,1997,22.1,59,34,22,28,9,22,45,48.9,23,24,3,21,16,75,27,3,br BRA,"MF,FW",West Ham,Premier League,27-222,1997,22.1,1438,41,272,801,376,53,1436,33,13,39.4,17,51.5,738,2502,1017,16,26,2,47,46,1008,77,br BRA,"MF,FW",West Ham,Premier League,27-222,1997,27,"1,987",74,71.2,22.1,23,81,13,4,32,0,0.96,27,42,-15,-0.68,-0.46,23.9,37.7,-13.8,-0.63,-0.85,br BRA,"MF,FW",West Ham,Premier League,27-222,1997,22.1,7,0,0,43,48,6,25,16,34,0,1,0,122,39,54,41.9,,Lucas Paqueta,Lucas Paqueta,35000000.0,65000000.0
Justin Kluivert,nl NED,"MF,FW",Bournemouth,Premier League,25,1999,28,24,"1,936",21.5,12,6,18,6,6,6,6,0,9.9,5.1,4.7,9.9,64,88,132,0.56,0.28,0.84,0.28,0.56,0.46,0.22,0.68,0.24,0.46,nl NED,"MF,FW",Bournemouth,Premier League,25-336,1999,21.5,12,50,22,44.0,2.32,1.02,0.12,0.27,20.1,0,6,6,9.9,5.1,0.1,2.1,0.9,nl NED,"MF,FW",Bournemouth,Premier League,25-336,1999,21.5,451,622,72.5,7052,2015,247,300,82.3,152,202,75.2,38,72,52.8,6,4.7,3.2,1.3,43,37,26,4,88,nl NED,"MF,FW",Bournemouth,Premier League,25-336,1999,21.5,622,536,79,7,4,6,71,7,30,27,0,0,451,7,16,nl NED,"MF,FW",Bournemouth,Premier League,25-336,1999,21.5,88,4.09,64,8,6,5,4,1,11,0.51,10,0,0,0,1,0,nl NED,"MF,FW",Bournemouth,Premier League,25-336,1999,21.5,20,9,4,10,6,4,19,21.1,15,20,0,20,13,33,22,1,nl NED,"MF,FW",Bournemouth,Premier League,25-336,1999,21.5,879,21,87,295,517,111,873,76,31,40.8,36,47.4,511,3273,1885,64,44,33,44,24,562,132,nl NED,"MF,FW",Bournemouth,Premier League,25-336,1999,28,"1,936",69,69.4,21.5,24,74,4,4,39,0,1.54,35,26,9,0.42,0.21,38.3,28.3,10.0,0.46,-0.21,nl NED,"MF,FW",Bournemouth,Premier League,25-336,1999,21.5,6,0,0,38,25,5,71,13,9,1,0,0,66,7,22,24.1,Justin,Kluivert,Justin Kluivert,35000000.0,35000000.0
Antonee Robinson,us USA,DF,Fulham,Premier League,27,1997,30,29,"2,629",29.2,0,10,10,0,0,0,7,0,0.7,0.7,4.0,4.7,102,105,237,0.0,0.34,0.34,0.0,0.34,0.02,0.14,0.16,0.02,0.16,us USA,DF,Fulham,Premier League,27-241,1997,29.2,0,16,2,12.5,0.55,0.07,0.0,0.0,22.1,0,0,0,0.7,0.7,0.04,-0.7,-0.7,us USA,DF,Fulham,Premier League,27-241,1997,29.2,1367,1780,76.8,23283,8546,663,765,86.7,572,723,79.1,113,202,55.9,10,4.0,3.5,6.0,38,101,50,26,105,us USA,DF,Fulham,Premier League,27-241,1997,29.2,1780,1522,254,15,0,4,145,239,0,0,0,0,1367,4,41,us USA,DF,Fulham,Premier League,27-241,1997,29.2,71,2.43,66,1,1,2,0,1,11,0.38,11,0,0,0,0,0,us USA,DF,Fulham,Premier League,27-241,1997,29.2,79,51,48,25,6,40,78,51.3,38,33,5,28,50,129,101,0,us USA,DF,Fulham,Premier League,27-241,1997,29.2,2137,111,664,828,677,57,2137,71,32,45.1,28,39.4,1139,6195,3602,102,51,25,34,16,1288,237,us USA,DF,Fulham,Premier League,27-241,1997,30,"2,629",88,97.4,29.2,29,90,29,1,19,0,1.5,42,39,3,0.1,-1.16,39.7,34.1,5.7,0.19,0.3,us USA,DF,Fulham,Premier League,27-241,1997,29.2,7,0,0,28,17,5,145,50,51,0,0,0,126,41,22,65.1,Antonee,Robinson,Antonee Robinson,35000000.0,35000000.0
Malo Gusto,fr FRA,DF,Chelsea,Premier League,21,2003,25,18,"1,641",18.2,0,1,1,0,0,0,3,0,1.7,1.7,1.0,2.7,42,97,74,0.0,0.05,0.05,0.0,0.05,0.09,0.05,0.15,0.09,0.15,fr FRA,DF,Chelsea,Premier League,21-322,2003,18.2,0,20,3,15.0,1.1,0.16,0.0,0.0,20.9,0,0,0,1.7,1.7,0.08,-1.7,-1.7,fr FRA,DF,Chelsea,Premier League,21-322,2003,18.2,1056,1221,86.5,17193,4227,518,552,93.8,450,512,87.9,63,102,61.8,1,1.0,1.5,0.0,16,94,12,4,97,fr FRA,DF,Chelsea,Premier League,21-322,2003,18.2,1221,1071,149,36,1,3,43,113,0,0,0,0,1056,1,25,fr FRA,DF,Chelsea,Premier League,21-322,2003,18.2,46,2.52,45,0,0,1,0,0,4,0.22,4,0,0,0,0,0,fr FRA,DF,Chelsea,Premier League,21-322,2003,18.2,41,26,25,14,2,22,42,52.4,20,28,8,20,19,60,43,5,fr FRA,DF,Chelsea,Premier League,21-322,2003,18.2,1408,52,350,682,387,38,1408,14,4,28.6,9,64.3,760,3844,1945,42,31,6,15,15,936,74,fr FRA,DF,Chelsea,Premier League,21-322,2003,25,"1,641",66,60.8,18.2,18,84,13,7,19,1,1.56,36,24,12,0.66,0.23,35.8,24.7,11.1,0.61,0.14,fr FRA,DF,Chelsea,Premier League,21-322,2003,18.2,3,0,0,17,16,2,43,19,26,0,0,0,101,7,12,36.8,Malo,Gusto,Malo Gusto,35000000.0,35000000.0
Antoine Semenyo,gh GHA,FW,Bournemouth,Premier League,25,2000,30,30,"2,645",29.4,7,4,11,7,0,0,9,0,8.9,8.9,5.2,14.2,124,93,242,0.24,0.14,0.37,0.24,0.37,0.3,0.18,0.48,0.3,0.48,gh GHA,FW,Bournemouth,Premier League,25-089,2000,29.4,7,112,35,31.3,3.81,1.19,0.06,0.2,17.2,0,0,0,8.9,8.9,0.08,-1.9,-1.9,gh GHA,FW,Bournemouth,Premier League,25-089,2000,29.4,657,902,72.8,9366,2399,402,475,84.6,204,272,75.0,28,73,38.4,4,5.2,3.9,-1.2,40,43,39,7,93,gh GHA,FW,Bournemouth,Premier League,25-089,2000,29.4,902,854,40,2,8,5,50,36,2,0,1,0,657,8,33,gh GHA,FW,Bournemouth,Premier League,25-089,2000,29.4,112,3.81,74,1,16,14,5,2,11,0.37,7,0,1,1,2,0,gh GHA,FW,Bournemouth,Premier League,25-089,2000,29.4,50,32,16,23,11,14,40,35.0,26,54,7,47,7,57,28,1,gh GHA,FW,Bournemouth,Premier League,25-089,2000,29.4,1358,36,163,469,758,169,1358,116,60,51.7,49,42.2,811,6145,3046,124,60,63,71,64,945,242,gh GHA,FW,Bournemouth,Premier League,25-089,2000,30,"2,645",88,94.8,29.4,30,88,24,0,0,0,1.4,46,37,9,0.31,-0.94,51.2,38.1,13.1,0.45,-1.59,gh GHA,FW,Bournemouth,Premier League,25-089,2000,29.4,9,0,0,62,32,14,50,7,32,1,0,0,134,56,66,45.9,Antoine,Semenyo,Antoine Semenyo,35000000.0,35000000.0
Youri Tielemans,be BEL,MF,Aston Villa,Premier League,27,1997,31,31,"2,645",29.4,2,5,7,2,0,1,4,0,2.7,1.9,6.2,8.1,31,198,37,0.07,0.17,0.24,0.07,0.24,0.09,0.21,0.3,0.06,0.27,be BEL,MF,Aston Villa,Premier League,27-334,1997,29.4,2,31,9,29.0,1.05,0.31,0.06,0.22,21.4,0,0,1,2.7,1.9,0.06,-0.7,0.1,be BEL,MF,Aston Villa,Premier League,27-334,1997,29.4,1462,1783,82.0,24923,8873,683,762,89.6,638,730,87.4,117,222,52.7,5,6.2,5.1,-1.2,52,190,31,4,198,be BEL,MF,Aston Villa,Premier League,27-334,1997,29.4,1783,1597,179,85,18,6,109,2,77,59,6,1,1462,7,31,be BEL,MF,Aston Villa,Premier League,27-334,1997,29.4,100,3.4,61,30,3,3,2,1,11,0.37,8,3,0,0,0,0,be BEL,MF,Aston Villa,Premier League,27-334,1997,29.4,75,50,28,40,7,36,66,54.5,30,35,15,20,21,96,41,3,be BEL,MF,Aston Villa,Premier League,27-334,1997,29.4,2065,88,425,1180,481,33,2064,55,29,52.7,17,30.9,1105,4771,2132,31,23,8,29,25,1444,37,be BEL,MF,Aston Villa,Premier League,27-334,1997,31,"2,645",85,94.8,29.4,31,85,24,0,0,0,1.65,44,41,3,0.1,1.96,42.7,38.4,4.3,0.15,1.04,be BEL,MF,Aston Villa,Premier League,27-334,1997,29.4,4,0,0,39,49,0,109,21,50,0,0,0,126,18,17,51.4,Youri,Tielemans,Youri Tielemans,35000000.0,55000000.0
Jack Grealish,eng ENG,"FW,MF",Manchester City,Premier League,29,1995,17,7,699,7.8,1,1,2,1,0,0,3,0,1.1,1.1,1.8,3.0,69,52,117,0.13,0.13,0.26,0.13,0.26,0.15,0.23,0.38,0.15,0.38,eng ENG,"FW,MF",Manchester City,Premier League,29-208,1995,7.8,1,15,5,33.3,1.93,0.64,0.07,0.2,16.3,0,0,0,1.1,1.1,0.08,-0.1,-0.1,eng ENG,"FW,MF",Manchester City,Premier League,29-208,1995,7.8,372,424,87.7,5555,961,240,256,93.8,114,130,87.7,17,25,68.0,1,1.8,1.7,-0.8,24,22,16,0,52,eng ENG,"FW,MF",Manchester City,Premier League,29-208,1995,7.8,424,408,16,3,0,0,20,4,9,4,0,0,372,0,11,eng ENG,"FW,MF",Manchester City,Premier League,29-208,1995,7.8,47,6.04,41,1,3,0,1,1,2,0.26,1,0,0,0,0,1,eng ENG,"FW,MF",Manchester City,Premier League,29-208,1995,7.8,9,5,4,2,3,2,5,40.0,3,11,2,9,2,11,5,1,eng ENG,"FW,MF",Manchester City,Premier League,29-208,1995,7.8,505,13,37,152,320,70,505,27,13,48.1,9,33.3,365,2815,1702,69,21,46,9,15,410,117,eng ENG,"FW,MF",Manchester City,Premier League,29-208,1995,17,699,41,25.9,7.8,7,81,2,10,14,8,1.94,17,9,8,1.03,0.63,14.7,10.5,4.2,0.54,0.1,eng ENG,"FW,MF",Manchester City,Premier League,29-208,1995,7.8,3,0,0,5,22,0,20,2,5,0,0,0,25,1,7,12.5,Jack,Grealish,Jack Grealish,35000000.0,100000000.0
Adam Wharton,eng ENG,MF,Crystal Palace,Premier League,20,2004,15,12,"1,009",11.2,0,0,0,0,0,0,2,0,0.3,0.3,2.3,2.6,10,99,10,0.0,0.0,0.0,0.0,0.0,0.02,0.2,0.23,0.02,0.23,eng ENG,MF,Crystal Palace,Premier League,20-308,2004,11.2,0,10,5,50.0,0.89,0.45,0.0,0.0,25.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,eng ENG,MF,Crystal Palace,Premier League,20-308,2004,11.2,441,580,76.0,8360,3189,164,201,81.6,214,262,81.7,57,87,65.5,0,2.3,1.7,-2.3,22,67,17,5,99,eng ENG,MF,Crystal Palace,Premier League,20-308,2004,11.2,580,546,28,10,5,1,28,0,18,11,2,0,441,6,10,eng ENG,MF,Crystal Palace,Premier League,20-308,2004,11.2,50,4.46,41,7,0,1,0,1,4,0.36,4,0,0,0,0,0,eng ENG,MF,Crystal Palace,Premier League,20-308,2004,11.2,33,14,13,16,4,16,39,41.0,23,9,1,8,16,49,22,0,eng ENG,MF,Crystal Palace,Premier League,20-308,2004,11.2,699,21,157,372,173,8,699,9,2,22.2,7,77.8,338,1563,806,10,16,2,12,12,431,10,eng ENG,MF,Crystal Palace,Premier League,20-308,2004,15,"1,009",67,37.4,11.2,12,79,3,3,19,1,1.47,14,13,1,0.09,-0.07,16.0,13.2,2.8,0.25,-0.05,eng ENG,MF,Crystal Palace,Premier League,20-308,2004,11.2,2,0,0,9,18,0,28,16,14,0,0,0,75,7,15,31.8,Adam,Wharton,Adam Wharton,35000000.0,35000000.0
Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,Premier League,23,2001,30,13,"1,328",14.8,3,1,4,3,0,0,2,0,4.5,4.5,1.5,6.0,12,41,68,0.2,0.07,0.27,0.2,0.27,0.3,0.1,0.41,0.3,0.41,nl NED,"FW,MF",Manchester Utd,Premier League,23-319,2001,14.8,3,25,9,36.0,1.69,0.61,0.12,0.33,13.0,0,0,0,4.5,4.5,0.18,-1.5,-1.5,nl NED,"FW,MF",Manchester Utd,Premier League,23-319,2001,14.8,278,388,71.6,3419,868,186,238,78.2,59,77,76.6,8,16,50.0,1,1.5,1.0,-0.5,12,24,5,0,41,nl NED,"FW,MF",Manchester Utd,Premier League,23-319,2001,14.8,388,379,8,1,5,2,4,0,0,0,0,0,278,1,15,nl NED,"FW,MF",Manchester Utd,Premier League,23-319,2001,14.8,28,1.9,26,0,0,1,1,0,3,0.2,1,0,0,1,1,0,nl NED,"FW,MF",Manchester Utd,Premier League,23-319,2001,14.8,13,7,3,7,3,5,10,50.0,5,14,4,10,5,18,8,0,nl NED,"FW,MF",Manchester Utd,Premier League,23-319,2001,14.8,556,16,68,288,205,51,556,33,9,27.3,24,72.7,310,1369,458,12,20,4,40,29,397,68,nl NED,"FW,MF",Manchester Utd,Premier League,23-319,2001,30,"1,328",44,49.2,14.8,13,74,4,17,22,0,1.23,25,22,3,0.2,0.66,22.1,23.2,-1.1,-0.07,0.14,nl NED,"FW,MF",Manchester Utd,Premier League,23-319,2001,14.8,2,0,0,9,12,3,4,5,7,1,0,0,54,19,49,27.9,Joshua,Zirkzee,Joshua Zirkzee,35000000.0,50000000.0
Hakan Calhanoglu,tr TUR,MF,Inter,Serie A,31,1994,23,21,"1,507",16.7,5,4,9,2,3,4,3,0,4.0,0.9,4.4,5.3,42,135,36,0.3,0.24,0.54,0.12,0.36,0.24,0.26,0.51,0.05,0.32,tr TUR,MF,Inter,Serie A,31-057,1994,16.7,5,35,10,28.6,2.09,0.6,0.06,0.2,27.7,5,3,4,4.0,0.9,0.03,1.0,1.1,tr TUR,MF,Inter,Serie A,31-057,1994,16.7,1151,1325,86.9,21963,6699,443,485,91.3,540,589,91.7,146,210,69.5,4,4.4,4.3,-0.4,36,116,22,7,135,tr TUR,MF,Inter,Serie A,31-057,1994,16.7,1325,1198,125,47,5,13,100,2,75,27,39,1,1151,2,8,tr TUR,MF,Inter,Serie A,31-057,1994,16.7,79,4.72,47,24,1,5,0,2,11,0.66,6,4,0,1,0,0,tr TUR,MF,Inter,Serie A,31-057,1994,16.7,32,16,5,17,10,15,28,53.6,13,11,6,5,14,46,16,0,tr TUR,MF,Inter,Serie A,31-057,1994,16.7,1474,34,295,781,405,21,1470,6,3,50.0,3,50.0,889,4697,2458,42,46,6,14,5,1049,36,tr TUR,MF,Inter,Serie A,31-057,1994,23,"1,507",66,54.0,16.7,21,70,4,2,24,1,2.17,39,15,24,1.43,0.38,31.7,13.4,18.3,1.1,0.29,tr TUR,MF,Inter,Serie A,31-057,1994,16.7,3,0,0,13,12,0,100,14,16,0,1,0,87,13,17,43.3,Hakan,Calhanoglu,Hakan Calhanoglu,35000000.0,45000000.0
